inputName,k,size,arr[size]
values_82,2,26,"{-7972082311353223466, -8095478612569467418, 831760412087671791, 182632645778111948, 2715635086138891872, 4836634415849148895, -3877693930641769065, 2820200667405150628, 1010911569723883200, -8665824857262571565, -2075907803945078158, -4875436754943797221, 914464209973773357, -793800930944902703, 2309397395068770772, 8611720166620236169, -2617118873160265341, -5603296735859403394, -5011244514041620182, -550708663641325109, 5062137537208614000, -9174627839752116771, 7710803910375840150, -1417697328325715632, 8844511353281493234, -381463283835369774"
values_75,2,11,"{7376003651357774569, 6277303287138235219, 3153637811966625283, 6503489378964764332, -2293739007483744183, 3079821225183690270, 7017664335865592758, -418306063594701780, -5088171025369865460, 3868619305938453610, -8966907396650686373"
values_51,2,8,"{-1980311261195920445, 1918686786341908686, 2266866969232894684, -4953388858240597241, 395600314082528429, -3035628813335186170, -5765074413190600939, 1884483494492480245"
values_7,2,4,"{2982973520497521764, -8202438447919248399, -6543048201441835750, 3333979923068674266"
values_92,2,14,"{3027209204735056185, -2600698431261765376, 6705924939809502190, 5571653420160840093, -3430277616163600996, -6206299102786049274, 8679587592652414811, -5029702844845586019, 4961290993027512455, 7633122765490011080, 6152634779740247224, 4245279233817808605, -5838086903707983798, -5401978394925948922"
values_56,2,13,"{8806187306914716456, -1464518858161864554, -3182687583941380596, -718521047248698813, -5254452227112456232, -1238927593736997469, -4140735733479176068, -1858518792298453858, -9096699721306531790, -3082361519340527372, 8744807110747192674, -6037420349426808035, 4968451987194304533"
values_47,2,4,"{-6580723940514386219, -5581317359954668043, -3095905551517350972, -7805115213644469643"
values_95,2,6,"{4791703774265368337, 788518414545502420, 2035594805166837194, 914189720770716184, 5676706497741740140, -994425707545684126"
values_98,2,3,"{-3184400490292258087, 4660405617384628275, 3016508170920044139"
values_8,2,26,"{7858938896642941313, 1107347798407674450, 3868482736760999063, 6047612164304673713, 8230706308485969026, -6939912757166484244, 1783845976755163698, 4462588755075817249, 7632639500486039888, -7268460576409412778, 5302086803567397996, -856239736487698518, -7180925067653505161, -9170528394087821273, 38479021412299650, 616202184547052758, 4344338651910102036, 1802784575250394121, 3398496244596145058, -3486035372269915638, 8971452696830305186, 2566031959027355815, -8369044499030923430, 1036228122951827273, -5813034072770479132, -3337775062760747826"
values_18,2,4,"{4340682456618687754, -1734685633566021400, -8038806169023635721, 6298004856046252120"
values_28,2,4,"{-4321969446005353058, 3352250640682851575, -115998235768734680, -190091122364199582"
values_81,2,23,"{1908006706656850770, 7778291569195404355, -8548131205114216212, 5182587207985671994, -4647825902662447360, -2513537703515875247, 4404693071025200697, 7230931532256979613, 6318983519046763381, -6503862880520015418, -9014353797913326794, -5106985668578991713, -6532284049318414883, -307536460513834868, -5876057488706949685, 5335927183969558027, 8040439775023487857, 8164060010899743347, -529804757312965636, -1590366204989756575, 5027391625769015073, 5661353995067832810, -4043143661349779768"
values_17,2,15,"{7755307666422163528, 3017806560425033947, -5344006519082739764, -5792210652161822584, -7862279723354828512, 6303950073434702140, 4736605571921737917, 5624813602257148163, -746199446034934854, 8758370710569608316, -858297078270613624, 3727299077583248396, -1006263198519735222, 2902464410766853682, 7533724314033360663"
values_38,2,8,"{7187602143069346623, 2835999447525564898, -3180096097286412160, -8359234772909833399, 81255819279259256, -5591460115629032037, -5787584122765664302, 767210024536585823"
values_41,2,23,"{-1734521286707819642, 2827824329104151740, 4308027633821588591, 6523337546424360959, -3842864905228418047, -1676058980210706492, 204241048808583516, -9141827567074053729, -3742149541747205998, -298229881350739427, 6060511859807018790, 7867120205207928137, 3845633208080914682, 5435734218121146112, -1012687199384527004, -5899661174615646176, -8644176270888995719, 6221061799339844134, 4680115754605203137, 6203629879915885869, -4567947729197878047, -3243535819643924511, -6438146380289161933"
values_73,2,6,"{7978541955690048064, 3865496736476098540, 8295907364541362057, 2918638729104649487, -2030164357858450019, -5310292608542777720"
values_66,2,12,"{8228229579824393677, 7116832634696393505, -5912940299035407403, -656708611601131314, 160728485269146559, 2413337440343665552, -4997853161265916550, 2798450497047643769, 4958477208119953842, -3197886189751515894, 449002380327902820, 5169016826568648669"
values_58,2,5,"{3143734100468718133, 5957627026512135191, -7061214935196485249, -1816349992336860614, 3245238791735332596"
values_70,2,29,"{-2896571407523584363, -5041574622629100124, -3759884937488610760, 7491172798825747414, 3871987360346618336, -4761522948355291947, 5885488464670634059, -6280878158241548110, 7081310426969487283, -6503056033329254976, -6750194076881673510, -3379299768853757571, 7037606661651103686, 7583433616782254656, -8465478294027544876, -6722632630940815932, 9174934234324811317, 3820018730342256917, 6185574377089605973, -324759493558835021, -7417829269736197921, -752077911199315098, 2336566840251996103, 9040247902025589418, 7287722592849989132, -5642139204902743083, -6336233211110511598, -5828978129795020448, -8648832271670250465"
values_46,2,25,"{-2103916983507889021, 5215820352650715612, 1607601365140047737, 8709354748324118460, 689927557134947378, -7966273397582569104, 7378449803828000709, 1731701355673966217, 462968298062106107, -4797902830010657638, -4681830066506064073, 7635154100097162855, -1507942607188187183, -1190890083777381911, 4320187361675520420, 3157734280717274078, -8713937602043197404, 8004019354586726228, 4568011497826258806, 6741453011543533127, 3701985542809745284, 6359419278396107157, -3292695014099630983, 7707420192224286530, 7162618844666776239"
values_11,2,12,"{6524991594509735375, -946085927974604591, 2769348282362912061, 941078342611643145, 8967697745781236706, -810049537125959692, -7333356638694255419, 450688103210381314, 345936979315828104, 2153366448103138785, 5748361474576474451, -3223893472437465469"
values_33,2,23,"{-4913414875603509321, -7455255118537641732, -62232042521966185, -3280191138793623551, 8175468021376943765, 7248815266360850060, -6112044908197935221, -846683908351082619, 3646036996564514919, 5528416569274442443, -8171802581013968983, -4410329084728831425, 7681865871656683560, 1342109425699258987, 4984862443604159600, 1632655960315369074, -345322005717622984, 1611516639719555011, 6869522595065634956, 5916943856420190834, 2985961956340331652, -7007867463308214859, -1781506323864091174"
values_72,2,20,"{9096014855913704851, 1230678524497518863, -8760994304552093002, 6306807783340951673, -4339218112741532925, 8105088031655752203, 2769875132094388761, 7097330224979976476, 5780418465368232401, -763866589904007813, 8293179084454244017, 7928840240977225881, 4159128204638732835, -131967872705572306, 7047175483443981363, -1645087909567644835, 1101499140355030057, -3224047608104575739, -4459673571741143645, 3812775687574573832"
values_6,2,29,"{5988316929901616263, -2471879659854483063, -224129120956211565, 3420797834110606675, -7988094815281669316, 8973859668179707663, -8747028761803633592, -5159831155742295124, 2401978208045043835, -4324844140407435001, -2505799074023612089, -3561699468926761874, -3606682822979302443, -5008300878475588101, -8945252996702473081, -4529275182520888949, -7157863206247900958, -1321764882788010175, 7761232784596104546, -4494248789876111259, -4178761307425887899, -280067133080218891, -185381012474057935, -6771624105899990026, -4002220148330989549, 5742435601268936756, -8066296495355419279, 5518900703444122298, -998003651560956251"
values_10,2,18,"{5010693034009536499, 6252111020577509867, -4440052963254489701, 8718002456385319874, 7496291582639176410, 7485736844475723656, -9046550148125940575, -8519501826186578988, -4684967197419222436, 3879648585167372008, 8889428434530509640, -6462213576243219336, 6839715640918314439, -7505971121384202220, 3961089895917528904, -5511811255553220317, 821708489871969135, -8990185197342168539"
values_27,2,8,"{-4546029939702260514, -7878049633134670733, 108024968086634973, -7119078483973245881, -451724194680507706, 8148829882641424118, -4374925583085781002, 9028091963313133231"
values_24,2,26,"{-7158876713320368646, 7430658399615218779, -7162787947529189472, 7953438630869794930, -5313289891506951583, 3763996912589152567, -74494399484566148, 8317157207881375866, 8811119180086640347, 7328090823699301526, -4451132179747678040, -8290957970174272543, -6648974107890577668, -2119484123149746016, 1234083735884173327, -1286501550526101723, -7002130033663931110, -2839954282528130848, -290746152623822181, -1121035335236315554, -1637443524872126635, -8390264007831990146, 4125333803821350647, -1640686805100137391, 4145718435319174384, 4804305949289642853"
values_3,2,14,"{-6410362483515581320, 5096949854206434586, 7099901527571909553, 6581711572176931300, 774626847674179220, 4602425550902030562, -1867704636186750720, 2565258640461740297, -7094779751780692813, 3852004197064255988, -7704798034674358998, 1043639015802843669, -8251081998585292450, 1075661958026435650"
values_69,2,24,"{-7321722484309126463, -9058723908702385177, 996625025271717265, -3183459956564045394, -1886722688671034293, -3809199063835356316, -1712948131699520729, -5473677109213528575, 4425771627526945307, 2600834160141786004, -8059758615071813822, -5877658502575790778, 3383953512783486378, -2643131068565898868, 4986122923572821193, -608498372761015298, -1561909106497681733, -2426917312109138742, 1039466708869192621, -1459352953077019139, 669698500213053170, -6018962607783160493, 3810721937250881156, 5156630088410936492"
values_36,2,5,"{277826456327093017, 1056917216974644929, 523260870441161900, -8471643086233624274, 8449157940854098995"
values_21,2,3,"{-3475875643012758536, 631332638283681265, 4496239275423062369"
values_5,2,20,"{8128877243506350264, 1899332265020390858, -3103151637184683677, -8996984160977891477, -2262691858833034040, 7897836808947115007, 1556149689845925578, 7013631773602571613, -5973121821250282323, -2292196359037680499, -4095683627506309810, -1528501111503923803, 2663138585014481833, -8390160820597872849, 1655644282950970332, -2939054978204519505, -7733110883942702068, -7292732999236076266, 4568401696826100870, -4558006154808724301"
values_49,2,15,"{887717536200349393, 5650690932747536295, -791223447097751287, 1009604492259081699, 8237349837644337070, 4257802996574048117, 2768507006944666354, -6348138265438534184, 81677708936678157, -4354491056705759489, 7747731549831153120, -6130864077648785041, 7468573475710706728, -3324919585045464683, 2019237663729501456"
values_1,2,26,"{7776363977193422915, 5589394854379773902, 3535374314722129170, -8093916965564679286, 1182731852103741101, 8388983841935634665, -7514311516290919112, -8103838426958969859, -8358140951870017530, -5099309506674026268, -7469924151330547389, -808197393803042872, -4859998023096075836, -8031418819974747990, 9062951057577794856, 1171183960020670701, 8095664267759979373, 2818653323042901842, 7244222268489187112, 8015286240546470683, 7740606599897208880, -6537899097634839197, 5157707811149609637, -3454646782793728726, -5894402438193425079, -8330843274564048870"
values_2,2,32,"{-979662307083005050, -3159431654033349787, -8123062338017398810, 8266958989478287665, -7084784229491371635, -3514019711357073809, 218775242138244265, -4054325052906603351, 2467015891715880686, -3481295249625528530, 2351173678782679495, -215123889873193231, -566273576391253159, -5534834919502152658, -1579801557883466536, -2702355091056312996, -5700459783085466832, 1401498099007621298, -8361711831884001385, -256952664458943766, 6102231543034850489, 3694396104634842467, -1327247993021375063, -7690380325078735204, -386938816137273726, 1305984592424156493, -1290131647439925446, -7260297744497237090, 1531082222361692544, 7528401657226643398, 6788190181205021866, -1103770287517878439"
values_13,2,3,"{-6576016402645932020, -4953763064979686948, 8195441106999256681"
values_32,2,21,"{8642704406175590926, -2669198039215153292, 4224475645684025877, 6704310359392760597, -7836887576096878773, -3279973001020574662, -7994279760495769467, -510176922221925683, -3641669053050356631, 7037578876790154641, -8121700332745209393, -9097060921054072875, -57341924822783498, -9048918837792341865, -7017034350608420596, 9176822749217513486, -6933797772580629648, -2840466802855644367, -2964441031175228055, 1248409411489295156, -3925966901542393532"
values_39,2,10,"{1656248478484259840, 8111260868909360494, 7237672103857573860, 3891212095510707687, 2280454754508103855, -3249040408533549260, -3646094288922169510, 2166436404911939303, 2997282225495563938, 1495698721446544006"
values_4,2,4,"{-2280739808273918581, -7073451647074169015, 1691768954863165310, 6668718503769933202"
values_65,2,13,"{-8110736461197636750, -1439095477051618150, 3828948376470653226, 2033675135645985684, -1838040118795104378, 2920943846139790177, -3331607857832696667, 8075268701724060095, -1122722726894577019, -22824929400030083, 8618272225754783379, -6387340741715548049, 524129161068399971"
values_85,2,20,"{4820455879781033787, 4839098318004977768, 1200931770342907843, -6769164394308280865, -1480042001860548188, -2372169611022989173, 1491610447424457893, 8898846557301646059, 1154647068770107480, -7509144009547996536, 540865247664916750, -1516111047280718889, -514419343026632915, 4386090666365673242, -575132847059504704, -6997416711701455753, -5400847565528985476, 4619132995050373079, 452654087618154271, 3472465653871777820"
values_62,2,24,"{4282533581541679498, -8945189789390829932, -8176598358793422939, -1230338585778562897, -2993687189338746180, -1586902274132404525, -568934351888075211, -4757306661108679244, -5785366365510866105, 7734982777492828105, 5159742625554453557, -959777493539798217, -9069880762189709167, -7189765198634450683, 8655439349238370187, -7663348779785072655, -2624957075776494797, 900693741687357167, -7442493406244500748, -5029594863436247746, -4603681934763782744, -6887387002190975185, -6220238803055474272, 7555490355269087923"
values_91,2,6,"{-848881483902501889, -2030036370472591846, 791714930088261351, 4996881205650540284, -5965227871087782823, -712605480926851028"
values_25,2,15,"{2164778328070150657, -8188417791623258967, 3940264096711049503, -4795212061795227218, -2941192930240116407, 3636385842896600228, 1287700009753803739, 3966579751836913053, 2074750841727991953, 6956138026736864843, 1739923103273547232, -7392682274437051313, 5906367893627669816, -4177458280464729362, 983884189144719653"
values_63,2,24,"{4957599816604364951, -2070534897740082632, 4339558774039931680, 841739246774147763, -6801179986976967642, -7626137046602596283, -1312782220950002302, -6349089466372834348, -3101812109250982804, -6704441869684669039, -2485269517950202136, -944445721180513579, -5048029557571156270, -6568987728056924443, 7548829068635082228, 2002572604617718992, -7596338345738235467, 3879230274822593432, -1794694719998675198, 5648555321531725050, 9093708035481384316, -8429257848437200328, 4753791871871482689, 1069342646954005611"
values_12,2,32,"{-7928809627406276838, -9126714972099214163, -1338997095002033798, -5722762761501633813, -4052378223053929795, 2285496960140401480, -1012940491614161913, -9218128042782150967, -5932845390379393711, 5577121205742878496, 7371235154547771440, -3321134383578966851, 7284902285828461263, -7423690134114119357, -8014891699204972611, 4467315988282852237, 6512870780980565414, -6507586508596962483, 6752645988889496069, -8110538720250779767, -4192129383474751238, 7668841375831545034, 7722050857456288803, -4820879740506429560, -2419409402092141409, 4807989179740902561, -2297435736492432422, 7742086908780462402, -7484608601975701768, 3005874892467230384, 6977869807728969877, -8361220356786255750"
values_79,2,28,"{6085236975254339408, 2608615011645573429, 1348739179124083433, 858194377479837678, -7702162859290937507, 7106436739427683276, 1838885192404240611, -785437793947709235, -2061306268093511276, 4508696804277297309, -5063227029147693228, -1079900292457664903, 5235046759425018765, 4371094262078759550, -781878527284006892, 7622530711264768108, -5840849524599990903, 96000489387293274, -5542554477775687490, 639706346420607499, -5198048658069945257, 6549039907290130745, -7651154200129741978, -4686650992161494096, 1287979519365228958, -6770280366840523591, -4885999235941174343, 5608869336827976375"
values_54,2,23,"{290284350201915014, 254275136928701811, -4864145926090542897, -8928428469862218172, 8750480711636996848, -786271040254626638, 2119323429583293706, -7374155287620307823, 2707284097048459961, -6566888104186747313, -3571103160787604401, -5279259821551769015, -3780978853833442989, 8257197679984722023, -2949846623246482161, 2278722893712254704, -467528973126510019, -3294491912379179834, 1075818606284342816, -1746428335484338523, 2755240172748551944, 1353005559684646638, 8434937977137279065"
values_9,2,29,"{-2692491578545025256, -5377794655186478900, -3261678879303877495, 7011145152742649099, 6720112033752895402, 4570633766893199374, -729236748423388936, 330141694596196329, -180703006618156998, 1361261257718456659, -1078222113912625652, -7465207103262708897, 4616777723887797608, -8417925009336846755, 158850895108046193, 7749647450128296481, 7484646364944956896, 7315220818269496449, -3768974363536935626, 4462432056695131371, 1478476132104843010, 2905341921804719763, 3705446644738373719, -8382813257832379089, 8825913418719889127, 5701650870691114122, -8668577714028207798, -8440675923690517366, 3919312446858942292"
values_74,2,26,"{7244002407880080650, 7194976451725031311, -331593095673858078, -6508186310308335169, 8821216540317672673, 3021054522137522225, -5860074345309228211, 6991576124902913481, -7285617846665051927, 1638040967849741579, 9220475374327955274, 1789672607976042925, 2311578299167466546, 3464006342380095588, -8702486437706733991, 5249013055249331845, 6636095523128780649, 6141920922294067751, -3612302651656669822, 6615625266388350957, 3658316544049075767, 8312271596642207255, -6228036850094955656, 8205618076096884959, 3955049164634695154, -5706303535938237101"
values_22,2,30,"{-3331929722331371448, -8065262937388821782, -8603547679727553257, 3676573377826682561, 3781063877861443045, 8317195988422291211, -2057373432256692656, -8422758227837154229, -7437427942104829047, 7979416543569038107, 5558235561693960953, 724254307740650676, 4263151585738191108, 5188586234159157045, -8995126609218427270, 1032841554970735190, -5115366425606910631, 5886066408181145697, 8498719651399814841, -7955187768173997554, 4900714219730424134, -7807690940980390669, 3321911059218493728, 7023591283475315418, 4453791417697095330, -7955976500982961540, -6855662501389694419, 954409119545394597, -4580249237900860847, 4648159039029707837"
values_89,2,6,"{5968986285627008166, 6519396258640730089, 7949974722482311770, 8772562214242253177, 5555911244725946501, -8747983746202619322"
values_48,2,27,"{2980817603634279127, 3117221857043575366, 2605772974969501757, -6031768015552353435, 4639172158778250726, -6032723591489041863, 4695664180642203874, 7995749054762170545, -8811845998079443145, 154889394713754643, 2229198763246553698, 3484185856662815846, -7842255651456920541, 4882037209508004926, -1494839313372404554, 7607937499286066754, -5311481651676828295, 3251740441411939773, -8210662326330011879, 7630912315887904470, -5482278543858088204, -4066067132228220985, -1063508220426037188, 2202056637736372800, 8910200510966335258, 6544017225050714441, -6102223725556531078"
values_99,2,5,"{-1107574344662836054, -8565706542125349597, 664512768173843162, 5623644305931468362, 2885832702290919752"
values_60,2,20,"{2306899167169733655, -928885835430724738, -5225900945991466472, 6676225938316883385, 8040949158826647952, -1009117313244109068, 2914797013403225881, -8278827419804289120, 4134017502564810868, 1891641114100039486, -3634621732345044418, 8343704436293967188, 4525024486326420376, -63959195180883093, 1153899905439627056, 3681951878445645151, 6302275731851980130, -1895647619853248308, -3391654624771004746, -4894335318311482150"
