inputName,nn,size,isign,data[size]
values_22,5,2,1,"{82, -59"
values_89,7,13,1,"{14, -124, 52, 73, 43, 21, -62, -27, 15, 30, -12, 4, -9"
values_48,9,13,1,"{-39, 19, -104, -42, -89, -97, -52, -59, -56, 44, -83, 109, 89"
values_99,9,13,1,"{-15, 87, -68, -35, 74, -87, 100, 89, -122, -52, 121, -27, 93"
values_60,5,12,1,"{41, 79, 8, 98, -85, -72, 6, 94, -18, -47, -119, 73"
values_34,8,5,1,"{122, 66, -105, 0, 67"
values_31,8,20,1,"{32, 49, -113, 39, -82, -67, -16, 32, 113, -30, -108, -18, -115, -125, 34, -94, -41, 83, 63, 87"
values_37,8,18,1,"{-20, 123, -54, 43, -41, -97, 115, -46, 25, 62, -28, -65, -69, -21, -63, 35, -35, 111"
values_76,3,10,1,"{105, 88, 28, 46, 122, -60, 9, -102, -1, -78"
values_19,2,13,1,"{68, 99, -40, -80, -67, -101, 84, -54, -75, -106, 57, -96, 36"
values_45,9,9,1,"{-126, -58, 119, 62, -20, 18, 31, 79, -8"
values_68,5,13,1,"{-50, 110, -68, 60, -14, 77, -7, 93, 107, -127, -43, -9, 8"
values_35,8,9,1,"{-95, -86, -106, 19, 102, 74, -115, 92, 60"
values_80,7,12,1,"{105, 73, -96, -46, -56, -56, -104, -95, 19, 50, 39, -33"
values_77,3,18,1,"{-87, 84, -80, 102, -109, -107, 47, -78, -110, -17, 40, 88, 106, 55, -128, -123, 101, -61"
values_29,5,13,1,"{-79, 69, 84, 20, -7, -101, -17, -102, 25, 1, 115, 44, 33"
values_55,9,9,1,"{-60, -115, -57, 77, -122, -18, -20, 119, -16"
values_40,9,12,1,"{127, 121, -43, -68, 115, -69, -67, 17, 99, 19, 127, -58"
