inputName,nn,size,isign,data[size]
values_53,4,25,1,"{-7695836772542955669, -2789674292778288784, -4851579758814348093, 5689687945184585811, 7006043079822837874, -6282915628415919599, -2629170047748571492, 1749829278617578785, -2351725245313652714, -8494978499781875427, 7462251579330570714, -720894965404395080, -481493147501345314, 4671166189847127921, -1875139564869713274, 1605805369918226385, 8191329761592409619, -7478590234768337657, -6472365971835537417, -6722366595923815976, 3652618485891281934, -3483401738784327983, -1722472910749269806, 6388311850771833392, -9082362185918296365"
values_43,4,25,1,"{-615416712536631880, -1286629712921654694, -7334614855477899101, 5693710635280789309, -1324441134785146871, 2115287465811518181, -6548226822719501863, 5190993057272763006, 174652046062072476, 8166011358875013921, -5944905695360140876, 5800924732829464814, -1386841368679530953, -7470340603834609602, 1298967872936189432, -5824614439506362554, -5740014387344368974, -4576294710796351683, -138826129452380714, -6939311461641535295, 5307278512642600630, -1311869364001288957, -6930063772689402920, 5082089183882267461, 9047950108047753589"
values_42,4,29,1,"{6996999741042168469, 4365619835414694018, 2109777767490515597, -258727763278944614, 3399468563161210272, 207611714576597607, -6442457629269669557, 2147469034075202103, 5201786886610954954, 3048655590017535051, 8184260015422817516, 7498352488923365640, -6767363517338265261, 5051590051258486458, -8770949538269802972, -5551657575359338821, -8130964436499802426, -8146616638775595298, 2747855616564337783, -2960644909340820591, -77992294123383598, 465808866833978898, -6568963786091923684, 584526828537898379, -6541286508849758955, 5184095013814119487, 8250824967861299813, 5593697247032538453, -5332755263646191854"
values_0,3,18,1,"{-5333399037847184683, -4488961184031500713, -8846156292902287202, 1378071292711631808, 1347299796641587867, 1756145952254353281, -1205231577008827021, -8686234205126559182, 6028240253609009263, -8835053681198786531, -81194652035600677, 8754040690310127246, -6028316893201895496, -3075783113514015480, -3554503723256412582, -196517841953989182, -8633881837165445259, -3697973836448532023"
values_61,4,12,1,"{-7317655262187074930, -2581482180487218647, 739469566958974325, 1198664753619650941, 4428095570961599473, -8653361107331307018, 8476109828685678249, -381232116070472720, 7387158967300298395, -2608111388000968982, -2793483173502618248, -26722881302449390"
values_97,3,16,1,"{2983612845661180626, -4474024363230750440, 4123746391465318501, -3798685754628449315, 2029659966854664678, 4023077082051824139, -8119311951256729336, 7494836281622564184, 6556687211272774249, 7696425764453035056, 7379538804101991787, 4673891833908155214, -4214548839511161230, 5619282375791212919, -9033133771954223902, 8842363363849052093"
values_14,1,10,1,"{2844471988194211715, -6089112511609638406, -4951905408415477989, -1473885227445309171, -6789716459372855219, 5202612854194682009, -5136746605552126477, 407210773227165396, -3416382521242956708, 6062918614648036831"
values_87,2,16,1,"{-4273310694626674640, -6508051931871936791, -4236041033403133093, 4460669327517124362, 5732673327248275259, 7692275771833745988, -3177323296582425909, -9082629957445795072, 8696693814170893115, 8503243793039792250, -8869635288918124896, 5827068174181004811, 4423756109679019241, 1443430052784438037, 3642338978374267716, 5496608652346132271"
values_50,4,18,1,"{2694241229658369061, 4714947245105492660, 4907130814192869206, -8016745361821400528, 856279662635162312, -6247858455746879530, 96741087768286888, -5780833983572244752, 6112303601025309498, 4397409046963706353, 4317933569015703651, -8986093357441771376, -8035859944279891114, -1670649284817681423, 210625629896353687, 8468158433134307236, 615464247867877286, -8922895065163382417"
values_83,2,25,1,"{-6928394729194164665, 2124472273563642626, 72440467747493685, 2695282491203714988, 4417327341735421417, -5970162960340267705, -1234330601252828077, 8857360781009127287, 8990301558550664846, 3961140568923832100, -1077835452173961716, -689529521678746995, 4219027856948996510, 8925174785223801320, -4139626192588490532, -2697011128832147984, -7550397573717943737, -2007496329965439948, -5823946684290822791, -8819207349903271830, 1733532540908094555, 4242244014110824678, 6083225035077262032, -4809080917745721578, 3813835637905615595"
values_67,4,16,1,"{7098472744057991509, 4576581671581599496, -6519805485473602198, 7140626581784786486, -246698158993260517, 6520439843010672200, 3719784509964586872, -5811678286215173709, -915951281193443960, -1603196844038058896, -474474895401965956, 5975874840502455169, -1413801888509074412, -5910219655592784574, -3252073712864169748, -140597616499161987"
values_86,2,17,1,"{-1678798795482886436, 6432286920437933689, 6510454454018612772, 4254556623223643164, -3100213959208431109, 2597718364375627881, -4242891154618573160, 21112228665176026, 9173027969044730920, 7472382026360300660, 1399036046702000752, 2658270611836641469, -3903236103711296297, -8497036394161975560, -2415952729953011977, 147104616840493157, 6246692761031969632"
values_23,1,25,1,"{6589985928260823754, 2188381974659833965, 6058963636753910336, -7703706304562820040, 3899200439308800924, 8988503467425392023, 1268880402119328049, -2708786352065088283, 2483160392403428608, 2904478640740989558, 7702218897384952886, -8372635050866370631, 1031497629857306963, -5097917634501689485, -4642771281002524347, 1095752806148805090, 8700059258925486424, -1212336109750432081, -6544333829026742123, 61830381873786462, 3383935031620794355, -3298055934943081640, -4661439571590852257, 4757207341169084595, -8344448536156537296"
values_64,4,10,1,"{8544573117904113892, 2461170640465384203, -1858607376636146883, -3568686658196307855, -4449259782601166207, -4283904080410509507, -6464002256850375553, 4643692778901693054, -8605516257202018581, 5502476020235638764"
values_44,4,10,1,"{6924314138173235638, 846971716366313191, -5505854424686089379, -7206803166416651037, 4330258995578446147, -6861010332905650951, -3658059773228938093, -1324192366689099836, -7580629569473016538, -4001965309502462468"
values_71,3,12,1,"{-1228521686292159877, -3357415383583669381, 9059452302189446359, 7274011974555038434, 5781355645975164812, 7596361190414658796, -9073015923968338218, 2298055804764412667, -4530013074503404134, -8494778298356632733, 4082844301769716716, -7340238321159455293"
values_93,3,25,1,"{-4719066357611142894, 1561758449606414510, 2676240614937283803, 4863671926392692405, -4372054388750049412, -7522942823781640218, 254917842367199262, 3369467520786859335, -2203285416922400711, 9101004252781844016, -3773578156702155082, 5649423637682155376, -5533017219218970507, -4826981262334206572, -3450841061739508880, -8516540522696463846, 1222947419808466808, 7359927064000695762, -2387110502601769256, -756106725830570131, 3940548990215826626, -5906680079487781801, 2724058339258764620, 8784219565710894029, -7401754531575191555"
values_88,2,8,1,"{-2993820155223767471, -1218249520323712577, -229086376747495476, 4751890266299679479, 4403704991172463923, 4986604449230862621, 1625706449205585425, 6232457988136748680"
values_26,1,17,1,"{7069746999484977938, -3849861086226965584, -1056069173641443035, 674186680992889268, 7680570486514612972, -8703692977328990299, -696408812602891524, 4291534732730351088, 6970789779354440759, 3759831519844363013, -2064565056925590478, 7119250067209266391, -3972520695512391789, -7691856288362558519, -5275737316162405496, -1281823826882714726, -6203508386367670241"
values_59,4,25,1,"{-4283222601295182575, 4934842068704100071, -759291866597955646, 4824102592429982785, -2715762386575921986, -1854915215740087285, 3692180014015468341, -5602144837736467001, 7457100434757089612, -5355992404231071252, 7760246933617043030, 4461172065249274932, -5959360652774249387, 8466154563217438966, 1286085235113146353, 8452428189795903474, -5095007336535952607, -8668892910621223098, 1996293984931689080, 2017778796777612414, 3695528144116779877, -5419916419871363684, 164626641032569903, 7736877066593890271, -6684376817916969400"
values_57,4,16,1,"{1971696388917028364, 8570325082212945409, 1636775038645135457, 2946873737231384662, 5394343016429083484, -2875367403778780098, -3475007188947393243, -3919837163271341980, -4906228751771656512, -3013249427918811227, 4090525351178193780, 7164048772700911995, -7360548159935699625, 5683330158071965048, -5644896740664289144, 1605884194193449810"
values_82,2,29,1,"{9211421743150778694, -8207377563534603174, 781757814559710786, -73698116310353109, -3841201793218561951, -8397846103661549751, 6986036884160372139, 2217897819075476912, 7066101724318928831, -5351882540080960957, -1215357415972189762, -3229057897000765131, 6654566637697325609, -3041879969627595115, 3740213872938920090, -5040434590372615057, -2180324237715610666, 2327884693324766398, 2678688216985335614, 6888640293158591922, 6455166353672747716, -3071198854291559504, -3293499123180390222, -4678529679247914839, 423618029018087902, -3549970229039075904, 1780809832570316554, -5219570311284285310, 43954926146661546"
values_75,3,6,1,"{-5754477243429585863, -3555083176895584201, -1698022964521170158, -2427506640496031313, -4227126215704645626, 2333159897781607316"
values_51,4,12,1,"{568075099471218032, -3343274031843584972, -6622523089972936963, -90131882258729751, -713795474947741184, 8469703446747988969, -3156239538152890705, -337935546925920141, -3096816969392541052, 3082960665080219238, 3313074892775460181, 8328472295021091806"
values_7,3,16,1,"{5868986089813241037, 1390394260438789702, -7650373070130295863, -4778538151825238947, -2037146264613882616, 672079528842778333, 4164887102069005595, -5273264054789145129, -2904277202985883536, 3604928893317955194, 2116764467165568688, 3208832278051578165, 6475055918251783596, -2291836843850398949, -6119554835210355752, -6331943439553431410"
values_92,3,29,1,"{-6321507368535000818, 2291921557213079145, -8928640666428637180, 4316543283233225881, 7818995495083130709, -5817536143884686965, -4560765662884230694, -7131244066876407346, 6593839845782468278, 1690185689489670713, 3323558289734731555, -1345927257639765228, 1833804279743660527, 5432108177150429116, 8782266194461125404, 12401684011542247, -4531922958231271768, -4631257889032841680, -1370219968649537035, 7347865389733665538, 96346368613837431, -9178448216798419828, -8373136530878646584, 2317332449244790170, -3821257278274095549, -2189136232543529309, 3350796111295179004, -7197989737912132922, 865421193929826121"
values_56,4,17,1,"{-3141360881808795159, 8988169482176397050, -9187433291574106480, 8405903342068491379, 7962606281491257206, -8826564060743226852, -4620452597171990216, 8043094315152724743, 189045173875467967, 2503419117853660308, 2491604535203039312, -3301606646355536560, 8573494962520749794, 319087586024253452, 7536193682620938973, -5115636870698551274, 4060131692482307448"
values_47,4,16,1,"{3920946382254151344, -4263728218444054994, -2975631165754582688, 1908043142368942880, -3385578172012942626, 1679243543475221929, 1971678142196324636, -8290334861836512729, 8027001169968555577, 573093315856765490, 7965948384267499585, 3752579330644141109, -4479519889298122792, -885946927780616911, -1084490961763888864, -6861896416330424639"
values_95,3,6,1,"{-4453485595371397433, 7004438580046612320, -8720360417786064577, -4830021139987214934, -8408244871814713198, 2428768644579342770"
values_98,3,8,1,"{6835636357118504954, -2480639819110605396, 1908586059106087705, 3314199306993044364, -4120279705076941325, -206022923976451444, 2582997767500895699, -8759636718020850538"
values_8,3,8,1,"{7111543396674369600, -8946707194454076841, 4450882874411836822, 3117767546756900939, -7833676534118313254, 2246699942311734081, 7268022108543813565, 4490530438901092611"
values_18,1,8,1,"{7517448340737776049, 7853173693842285179, 159970816799000734, 2363325488373516180, 1121043127238401605, -8737623533016209727, -5098621471635589390, 4471921280598887221"
values_28,1,8,1,"{7348862937811535879, 6104724684778302755, 5043374091718715810, -6205877586983463219, -1097743012204494962, 7069963399911995884, 7989957300311664314, 5580192328137648611"
values_81,2,12,1,"{8339044514683631069, 1055552668162708662, -4700066678802889429, -5934255905828435139, -488385925931068233, -7005170860932039484, -8030154017747299073, -9211862229840851816, 2266971762402849262, 5641133315376475134, -6101102559159029607, -4772974079934156713"
values_17,1,16,1,"{1464107052528118036, -1357254538915958944, 5018617397056612300, 364197838709431679, -3464710535796755884, 1492880367885690954, -5681613099577915566, -5593231715723941762, 4682709268460129166, 8649542817637889491, 4924035184631105913, -6045067088599770653, 7254146740257994397, -907903785853772800, -1872353708700179743, 6816806043700249848"
values_38,2,8,1,"{1015536765823598789, -2287589202447252699, -1317281101343820498, -2022578645876242708, -3996902510107276154, -7516380557770622285, -7009723471475111702, 3619981378146452743"
values_41,4,12,1,"{7533195326919289957, -4501671911035337146, 7974168155366040573, -4166412538051945561, 5372232905977651035, -4049699910166677715, 8808680758298780148, 683291167439907779, 9214510180787395487, -7172815334650624587, 1103786794878822274, -253431011959867965"
values_73,3,25,1,"{-1564694545155820594, 4547985238424398921, -3937282230808816784, -6572436820562340207, -6351009999095474057, -3860246146580947478, -8973247961889834408, -5554049509508833686, -2572808852805686499, -1485528317714108668, -8591544202903217938, 7454569891915870176, -667504130920761421, -1031663913876186529, -8227696355991228211, -7492291058932009923, -980909065810355141, -2114281528687945651, 6732165771018072914, 8595511735948342522, 3557388950184135477, -134217198643204694, 1162703945940550323, 8601628589305044982, -877568460404488375"
values_66,4,17,1,"{-5400463529626692708, 2105355747478631232, 791237951814563586, -1779765952201120454, -4221318880960244930, -8734206286186296056, 4964715013367774955, -8247088223593472017, -3325229139744472573, -6513731789173782413, -6197062372257916675, 171407427063559428, -7385886296994198156, 1116733477673030447, -7091438233530188590, 5188952896321345324, 1711716257795001607"
values_58,4,8,1,"{-5546105595223075097, 758533794109700062, -7877596416174317858, -4530909890447825458, -5404443548138881408, 2689914226247422505, -3934046791162322506, 3441124446750426975"
values_70,3,18,1,"{5871864647617030489, 1552728467914136797, 7909189682030300742, -8760424256060651980, 7730375923893369462, -5381194462880743639, 4404021914382728925, -6144955352222860911, 400273007041687016, 3405869638630804491, 2173511790613062208, -7157887420763630153, -1574754440227348245, -8298188836945281628, -1927067427985723469, -8051262977189184148, 6781257937538264018, -1226565946496369322"
values_46,4,17,1,"{5938341168136310224, -4703243078976393611, 6563175731430592243, 1907125550981383443, 6400172964761709508, -2880047894035469017, 1449745796348586151, 901581553764437121, 1762014665674665651, -416076751554138873, -6456461584994264659, -1384761051904896284, 503823097472694838, 508762679586356622, 5140781037818808634, 4665827058860053883, -509986969116705719"
values_11,1,12,1,"{5941965763833754599, 8298906398132642785, -947810069973095985, -4385043165684676225, 45192225775914243, 7349553388740053276, 8617729420534357192, -7129599252458779306, 3096666728305936005, -533917281522497149, -1154021671279068689, -1966092871497904113"
values_33,2,25,1,"{-5241688508275717397, -4873281273448948633, -4168487778696331078, -8486102128659532103, -299005022161861160, -2397355558628248581, 2019670282828896340, 358787852000029908, 6621306443360646036, 6785649596734350229, 7185288593982971959, -3618679806049415637, -4422786919804853138, -2508791017434907193, 66921199729231812, 2129337990862916388, -661896118457373635, 7627739565435043122, -1146192944914224272, -8174631067457046840, -2818830130082929004, -7332019958482226477, 5464541234213069929, -9170521355639102435, 962620073503319029"
values_72,3,29,1,"{4387089414209438892, -8480254045467598995, -7977899829974700594, 6860193417754936129, 2919406984705451394, 258656033725522516, -6272400531770654699, -8848070606385409732, -8606240516531652824, 8867128429839725625, -3044222199638485575, -4225983745615923432, 8317311230535849020, 406858686902007052, -6867662467472340045, 1789607067316936153, -6584242244629035562, 273744864182680434, 7593086975264934769, 6491358905422634020, 668566519941368072, 2990374077540916232, -4564146260940885946, 8492247264345342807, 6784411964467526241, -2691322326686747111, -254465652263388974, 8616033956753578675, -8335217904138110816"
values_6,3,17,1,"{6113023902027227173, 7176894805117840021, -1923748986704493675, 6656248624749703678, 4865819615919940012, -3300954552529266123, 2597187972788494047, -2411973385543196187, -6176406459934259344, -9046411310718248416, -2195014473957402529, 3662604044616431474, 8152806173882731071, -4543088833851002366, 5840527099044990660, -7244970163578822215, -8489012464460423617"
values_10,1,18,1,"{7564862551174122902, 1882674613084997720, -1210276463432063634, -1507564093679521053, 113739864012521761, 5948507494557973990, 9048830063973140701, -7133886409967805739, 2253205906290343291, 8874966307669329950, -2728548005929088718, 9009816537032964285, 6155915448362740368, 3957039863002074023, -6101692872779972995, 6687143912601587038, 1620928751074356083, -7968200634980645976"
values_27,1,16,1,"{8395622968226399749, 2579576781184212157, 5045493776212054360, -5207591865732577124, 2933083407185288087, 7327824975596194486, -216692414285346765, 4706962665491175696, 2515129093108609608, -978363271179199931, 5928740796474691809, 936098099089526468, 7020381973458660982, 8685331318267682542, 6292225118397398309, 7572082078464577527"
values_24,1,10,1,"{5571210575590443592, 6742430090552187362, -4095133536892969868, 7255453272679452026, 6973902685394569608, 3303052062631344869, 5935768326724121211, -2269649011529456596, 7694979137488911888, 3994119209780063007"
values_3,3,25,1,"{5023201704925045333, 5245370552725445521, -1100817204330908295, -3227074157929660238, -4299229674593886044, -435091891924559588, -7128163431245472775, 5424659986920101128, -6955636084085456930, 8619063779644012548, -3165825411260924213, 7407277575139796572, 7863588839858946250, -3669475112185123040, 1993811584700285484, -8717672728984204289, 8002105285249358912, -5868781647900635166, -1518820915060981920, 4244733243405896088, -8991282703093099576, 2227152361178847980, 7267684289368971803, -7946517317620072620, -5496981546945169024"
values_69,4,25,1,"{-6682573362990981361, -5915888899599589293, 6328528298502674889, -9179204850655067395, 2844608020242622460, -6291428909507045976, -8732714228244339747, -5401998336135679782, -8560858942501932353, -3874565919395151382, -5113485418563292354, 7364791858821034394, -468369900039792951, 6408514059098393503, -7039591146253331827, 2511512298373304992, -4400502347131326231, -7691760811026455839, 8579894921388926506, 2376547232309733097, -9012449110141019801, 5214620458840466648, -1774291736841758812, 6256868835415040879, 1230240481428175291"
values_36,2,17,1,"{4032528852736948178, -1502263502123397353, -8220172663692736355, 5246575007637974086, 3898531734021195514, 3073033744053175516, -7119461296425171799, 4026369366129241271, 1135772296534881998, 5420986478609020717, 3270798529938436920, -5173417855497354114, -1576572380606291631, -4183055021150487824, 2697267627904736702, -6975554585490135024, 5931737876842485164"
values_21,1,12,1,"{2943470756732437852, 7358138251838606818, -8820407912647781796, 2865321935034434956, -1879041277972775118, -4147103423315402217, 8918372970968369221, -5573095799994347384, 5384464072119559173, 5037578416294714351, -1801479864169266754, 1294080331187067920"
values_5,3,6,1,"{5892363020692533477, 6058739255689817961, 1450568140462889331, 6367480373966458650, 1788940277081791819, 3802293287507617766"
values_49,4,25,1,"{-6363583770494661300, 6156875119575661529, 607424980631666809, 4448759791833538356, 8862381758608957681, 5431698000689555412, 977657302352901322, 6267973549917577574, -3323796035011477043, -6328361394970077258, 7996433607774538705, 2122767924617584129, 843364976699126720, 4056437361769403798, -2378021711324264176, -2675039639598904194, 1703321232299871748, -4295204382634515608, 6979516450332597208, 5244443042351768543, -6648531169245631875, 191649594438706590, -4612015650107552399, 5821710771992115805, 3932841377717604716"
values_1,3,12,1,"{-8607161885341666011, -6749673926965118833, 6166578913149008314, 2499695121341544915, 4091065378725173190, 7170401944745118640, -6000832873391142595, 7407160019105171534, 3305539400459624751, -6113201361590544041, 1715384808740228664, -8297365216156305068"
values_2,3,29,1,"{-8919258843044770544, 8631676572577268257, 3660751783848893506, -5881258956275209528, 2729526123261409104, 4292163424351195340, -6767761013072030378, -1446510684707979593, -8751944746856646554, -8081877731332327668, 2118759861827131161, 6120297688004975148, -71562900315550421, -8323453465699519014, 5889207263185658098, -2188081042011709305, 652462246226323699, -6429216852903659536, -855958365192097886, -1766033752533432436, 1453525561425393399, -8262739775334280326, 3470106816806006731, -6425451582919608808, -7582562855813051934, 559045970760366168, -5972237086972864276, 8107976743568062700, 8678138847036797937"
values_13,1,25,1,"{-4426403604794482997, -6218982091383616713, -6313352048224447326, 6467305147526502096, -1055306871619387016, 1694975264205416838, 1108781595294739525, -2284914748776747897, 5280110279621337956, -7533177773171165932, 7267263784945734019, -6198565620784380241, -5345255883668789919, -4807301628449667974, 1911265027473876578, -6620994140092424428, -1307376413133487745, -1046134189018925162, -7630027903203913365, 6518489559617416759, -3266578695541307584, -8761267131147381513, 4949130097309233472, 1596908298640067597, -7475748921861931713"
values_32,2,29,1,"{-5809135449312201278, 1591488875725638330, 5295107640501104588, -1994400105473284519, -9097936287351271926, -6152435555335787077, -4510145882511386027, -62175764547742232, -3986555591518204413, -4356996329521913713, 5192600737867528379, -3012248867410293074, -5983859432242684905, 6465519144346959002, -4342868597913588564, -4890080257569509267, 3602607719107066656, -7662468225771261574, 7004175780139026456, -8467157151324200998, 2826465226226485922, -4107420714148058744, -5338467939777677979, 2243929561286618681, 5677417184408899140, 282613646718664925, -5423567113109542415, -7688202462147143810, 3095866777604975840"
values_39,2,25,1,"{3959417467654102990, -262427598342064562, 224106357893828123, 5806371252452690880, 6250283103625974525, 945157136351025498, -1151388721297312434, 7768213956772740591, 2522877702825417467, -285581162801682672, -5106943992348832323, 8859604614513011787, 7458328402596816680, 4892479914702387844, 5135114864413635718, 424210376152905303, -5723787562533508676, 2477146342199882036, 6211117086889836923, 6651114629087791680, 9187179140986224613, 2686147418986427986, 4833926120447736677, 1933175341453182632, -7725951719367319563"
values_4,3,10,1,"{-3880645395734329471, 8204980527413969912, 6382423832651412154, -3799127419272377038, -3379289263832574228, 2977101698251465491, -4797124501945139971, 893748369717680644, 6811121814070084188, -3951866901275422944"
values_65,4,6,1,"{5369553153525190832, 986235264835001092, -6100070290282534658, -1205521713140490985, 7746578560884111789, 8280491362927097511"
values_85,2,6,1,"{7121844071825067919, -6918582792987625055, -455353012856750093, -2695800821433148126, 3832386308344198368, 3646998508446799733"
values_62,4,29,1,"{7797186078705142684, -3459756467703312197, -5467282948165552451, 7726468223760080635, 4177133426472787274, -5657040320843250216, -222842087208873479, -2949814465317766756, -4064977556493732344, 6302956090647111839, 1445747258366542283, -2872376647914535446, -5213492727184125740, 8002335064407989563, -293900314287280457, -2050991997854629801, 6455956900183709739, -1361678357296132388, 2638225024367815814, -680300528426184534, -6984935529559961994, -2788945707415233247, -8156540541693348292, -6073381095850638071, 3170964442002406684, -207404246830977125, 1448586163134417293, -234240170705969434, -4563959300190544836"
values_91,3,12,1,"{-5120556002030029671, -6051608967571172796, -3726532310126094256, -679454524697900090, -8122572596455831255, -8341432945223131636, 5552974506264640835, 3826828915693600754, -8622397513190612451, 8694420846137293100, -5748703022688359811, -3138438131119924682"
values_25,1,6,1,"{-6655162637005399820, -3498999345199078294, 3339111708454611075, -2376087511809318271, 2738643328863799955, -3127370982893811193"
values_63,4,25,1,"{5710630285588822013, -4422521295784490808, 6692882588376810279, 5676701827666925480, -3872648005680604310, 3632738504028036225, 1573587153084713251, 4489406992678695429, -798002728119389015, -186551628425441159, -1014002334077716827, -8218116453515128905, 1981136906950390428, -1834985864842541668, -782435654514189811, -7676618246897208349, 7899531077258199699, 4791877656646722117, -5492392852356189281, 5355622198017569113, -5096073968186693693, 3023808752760829248, 69550830076439817, -2367397837439644373, -4663060367254839931"
values_12,1,29,1,"{1399370844705382239, -2745867633677806877, 5505563654435653909, -6634425524486300928, -7630832107310726193, -9029347362959812792, -6998509830033250099, 3505780986156220266, 1237415474364871943, 3412813533498214835, -9179202730229370146, -7150085924377460586, 5481338035429990520, 6312998502509117297, -4347942029631853598, -8382778203257193206, 7553149801318322427, -5352979855710010977, -6551514583698757833, 4385650219897270584, 4247978899149886344, 8860619737844120029, 7067700553275111010, -4683955476105517028, 3238422580629719195, 3472950729294325967, -3461262990997336363, 2965678122938389443, 567060085944356124"
values_79,3,25,1,"{-8008361558013725864, 6461917871822187466, -7082934575517475066, 3254229740677760320, -8906458313562421633, -2664277440338773186, -1497711901345255858, 6448033934679103473, -3338428727461598220, -6559088747289881524, -3820129998822371253, -4385448510160101427, 8452963964313945649, -1438775000228637764, 3333328243557842296, 5121562221389045284, -1341818062196197276, 7259703697610680593, -3606726851864009873, 3096358260653685269, 7399198393730092698, -5900418084327418338, -5724677992225711058, 1714774709653164756, 5194918849193874954"
values_54,4,10,1,"{-2847547978278124497, -9108594447240462456, -8556012909308526344, 956258103967889543, 8234647013051109772, -7444554141448365295, 489630335030569371, -7776778261386221368, -733964182299365901, -4788996323411059468"
values_9,3,25,1,"{7544952172880631877, -1426762953161521655, 7930824391655232281, 1176580501620619881, -1682671084104995033, 8574200483048782873, 6179075588772486845, -5564221478480532382, -4688915196633956028, -8284638459223775729, -5602951264988133822, 123979297123625177, 6529533859953657078, -1764743443872234848, 8327411634843683957, -7246102840064863635, -5954352974045011941, -3404279791230418531, -1324948778269054904, 3170061363486236957, 8814407141897997419, -8741951188813990316, 1826251239667244931, 7069107527901566987, -8390222453469531472"
values_74,3,10,1,"{-5054741732588649204, 1852608185866412358, 2661213976471540189, 5261270542707333660, 4905846867413157406, -5253278897894935632, 929965089390087118, -5670735162272806789, 7665450315595560539, -8174933637341793597"
values_22,1,29,1,"{8970509143380201464, -5571372825618156495, 1859777695912207697, -8832707503104063274, -6114031288254565506, -1290237688709900546, -3509957449072858124, -6287566347914328027, 3893686524019043565, -6072912126301384209, -6347097931101602377, -7749807551838461804, -5762941166794612168, -1287309251778335524, -3391022664867407262, -8816219093189013816, 3608627436844174712, -4008643898411071476, -4548169070977860553, -4104451290411540827, 7485043453935651547, -4621478641920226437, 4474007270546355808, 1890017447221043175, 8701300960307008512, -6844586987810370861, -2769896984076668370, 4810766782227531677, -5282766635757410980"
values_89,2,25,1,"{8421279040811517673, 6657693678464266402, -6478581158759774540, -7032995014726622648, 2047015520112416529, -1893591206878841764, 3215328785722534575, -8490229789584019042, -4058815184590832184, 4807546209804005284, 9122745072784060062, -3764902422030217811, 9045240623164153474, -4314406678563354417, -8571054134739258914, -1904487807398050728, -3893849940944019155, -8890047546831547826, -693023076045609229, -7021546590680995622, 8541819921330454831, 2226650164445466867, -7602926100294871479, 8017471563340082812, -2335399626039329472"
values_48,4,8,1,"{4272132367031411014, 3075626134863478782, -6948622213366143726, -5073138606641980711, -3758846778361976290, 4374611707356907753, 8195452046081399074, 459823964692501537"
