inputName,size,arr[size]
values_53,13,"{4382717562795280907, 4305402165846313889, 5034263401636534578, -2241295362665946107, -3078134219377431196, -282740996883805676, 3611242886282522146, -1935447797590450445, 689984390831891142, -8236721469411538121, 846206087586238886, -2356356253261103416, -1501320875151070650"
values_43,16,"{-760276091477584226, 87535035322772468, -2737045837537540819, 4804226018164055017, -791998183286684508, -8038226701393017157, -911820493581455918, -2409591186833876620, -2663776935020309118, 7055593503762400988, -2961024167025873320, -1456666062746705244, -6098844348551206585, -5995730886453284252, 6002090084137926174, -7264140083795141379"
values_42,29,"{6178907736994496515, 2776213858507119954, -262516018526481594, 8134717952829377351, 8085965278426602686, 5120441857222825212, -2199647456997214029, -3822100291575752262, -5912424411159829625, -6694536416067196253, 3606640754808094137, 2510994824377828529, 5432142502706357571, -1683609642315715140, -6466339717440091701, 3880112643572471464, 5565690795409447725, -4319190621697385314, -4331892075832309421, -1140227205805629756, 6876268029558444321, -3829385300232495996, -485454231951253247, 6283738135124901987, 5294798705219496554, -20169995101383309, -915552423691760600, -6190873048907484242, 1796763662458161695"
values_0,25,"{-9160616304718044761, 1164126984341867078, 340791851935047030, -8311274062637999245, 2147943455848410274, -8125186614477050527, 3305881617417607236, -3576637991119270485, -5879130525361617167, 4403704856614721418, -680553102110954096, -2428807044501204088, -857450935640181111, 3605322097975439065, 3908015510290488495, -2712980303646793054, 6831167066744751048, -6907830191400509248, 3979670638042945694, 439028712240662980, -2215356820802777826, -4397188961999283543, 8325459775839332263, 6224649309095078473, -8388260366910635615"
values_61,3,"{7986060432670601537, -4511704317450437120, -3950676863287219287"
values_97,16,"{8662291082042176115, -496587687195862957, -2442945081724957274, -5412190956004046358, -5419169337059819127, 2980114991006057018, 6011734788350065653, 5147146411324848836, 124440079601359100, 5073739417855792020, 764462046352462903, 4257611524638867903, 6529598018334041029, 1008131882895494384, 398794185295168122, -910639055068556636"
values_14,2,"{-5832444222789911340, -5933488766035568688"
values_87,25,"{6711279155415570343, -5451897905365911922, 5515686289719298197, -8548755532181942863, 7002535269610210014, 7897929623285696290, -1618500336164417771, -5491570214023791128, 7077268017026319243, -895769072047519506, 4198241859247913896, 8108477587561198897, -7307303563616855615, -668822930303612652, 6970538219620027183, -4067783068379099223, -5641067720288169795, -3837901578131479634, 422713518946240045, -5234398790504632611, 5156222592815771337, 1365990029961395982, -1741023498680092609, -7404195428350238979, 5891817460607253858"
values_50,32,"{8151585443109121571, -246692295895667787, 4995129499419975941, 4658545664411616671, -6406040639551758750, 4249487306785939906, 6272940811577855135, -235118651709706792, -1337346589484138622, -8938561568179950360, 4827758928287099101, 7987325779275446343, 3844318813274223113, 2815167520586049216, -2157871459116029068, 6876468188734315398, -2606650264604038511, 6916597831187077451, 1608801403277567361, 5321617287363458999, 1832319856666153297, -3969345123269879444, 1342659566862776662, -4100932190863758954, -4851676290259525632, -5878472502165016719, 6820801583504290926, 4292849901071996992, 1421472023470531002, 1887667991511788967, -6842623912562225974, -7684047297780855758"
values_83,26,"{717678230567972582, -1654537492779744511, 8206247454716051094, 9159805171802663083, 1145772973704222069, -5625523938694002509, 7627869590322050715, 5608837260206604679, 795960347552284480, -6795485622282844636, 8712137476745241305, -1327856326238784769, 6364426258790622648, -5394115210912871281, 5766766640741059982, 4499612974827891108, 8440315714896239255, -7187850688343789366, -4623803757966589323, 8305071488279540690, -2509836337354608194, 8956280432521314320, 3780066045113830143, 8319460370074215348, -1905154578192996588, -982334212628629139"
values_67,22,"{1564149292432187976, -2018907447680540023, -6233583779696625911, 8097104779637959705, -4475766608830964556, -1023504853754919758, 2272051382229990601, -4627187664413037746, -7238463056564078563, 8751518129622533028, 2460146866402568432, 8964700650474656427, -3537719950492159821, 959680299862248752, -2707328373866546100, -3665016911865307890, 5132585562602809684, -2984368297277117157, 7296486130353266708, -7789476780083300724, 5356193947906914995, 8489901509961381568"
values_86,22,"{-2121046169166635345, -6472873882471143196, 1634737319849677062, -8143058440296007537, -7860121191155619300, 4906217942551796755, 2012172133304287082, -5772684773864865795, -2028393697321784192, -1182967232024763664, -7596868465460899860, 2561119241475488156, -3119640349622948096, 7245945468345363675, -4808627444929590328, 3035432344385088003, 6271026479730132265, -5411276709811390958, -4067142613548945862, -5943244910488976626, 5508743320586082340, -8816937562433258622"
values_23,5,"{3463796480356640373, -2895706949599221618, 3033381800616223645, -5415053078557126521, -1024056577621351281"
values_64,3,"{7049305632395346768, -2920987140846444186, 1044330220918360457"
values_44,28,"{-7520072653534153980, 3044123888100780705, 635572166325580686, -7177316245475086998, -6220767980803492086, -1750741171798421474, -2108915127917396073, -2048292803788975713, 698401815900511855, 4505754512345846059, 9115441511253149456, 5536738443411170364, 5202633125829484874, 2642755162121053160, 675055657405543737, -620902214945942856, 3969199780287554789, 562051280974364331, 2529416155158864114, -7143155620784671361, 3369244488131035304, 6700963229946010638, -8234183365478199489, -4760331130783311054, -3211850911148501162, 4083095971852262912, -8922030797314938966, -9169489133088133850"
values_71,10,"{-8425861921272565217, 6390720710600310425, -4424748681699012789, -1174138626582135174, 7510276163594101665, 6892068822052867337, -6925026831344851445, 7885879138374871629, -1715687467346702552, 6348538393214893127"
values_93,10,"{3853189681184429439, -4232114795131504864, -1576849479619032646, 841291698036434405, 2049469981217166211, -580822800477691944, 653300497295592932, 3261607580622014379, 4565626975720750715, -6481444990647854317"
values_88,13,"{-358423690997039931, -1196106972296311192, 2261921040156514, 414018523313648820, 5868744054092305724, 2119083038841752142, -6856350413647690025, -3029864237003479704, 7020653671636154434, 941135759392866404, -554928868360662742, -4253124238119010059, -690996618502837643"
values_26,18,"{3127535102419184312, 5324379999649424575, 6595919209077999532, -2435785260628475272, 4556604181455783495, -479602037598727668, 2841800752935665315, 1405873191713730190, 1021615376074589798, -8806324441961043074, -2772082307191137534, 5928955496833234465, 480009765711495951, 6192627479838470376, -3661528136737279557, -1741995206956816659, -8262763053307224545, 7253190175732266131"
values_59,14,"{-167023252378805919, 7274729223295768205, 2848563115382140040, 5740593732918477201, 6405811449500568435, 7882006023867405412, -8073194664935465768, 7764370310150989136, 2016159858684165487, 6834048837367014748, 8558610182455975407, 6543815827420883800, 7049023247830021734, 349814593023225345"
values_57,18,"{-4356268196168773353, -6657019693434562499, -2381030147364701976, -3965386363352075755, -5179248690749437488, -8073491792133325761, 6195196400410422031, -1748513477819850017, 1112765948615333343, 840660201054586723, 8109906456817118764, -8235170074072242557, -2251730282804717631, -1974286593008138540, -7072931230194190084, -6258012184103385237, -7814592009957263227, -8067346468197739541"
values_82,16,"{-3516892860111474955, -8748074150421515735, -737253391002738547, 7857136817714914262, 1113999473386000056, -2493205918823806660, 8710278950305779679, -8554503391450090539, -7774070219251589966, 7715438719029982347, 7648012618820708656, -1979119857144354272, 8631612829749443705, 604046112947182974, 4657503905915321199, -2232641573687121434"
values_75,20,"{2127104390351253382, 5649105695319082373, -4613091252061904516, 1909527490005960167, -2142532973965335502, 7590620887882918939, -7698130208256869399, -8832661917996286253, -4736274048982416557, 285317487171050772, -3723855165143727478, 3857091958348386667, 7285624342224727193, 421469379780868637, 8547527855470772793, -5405970355178172560, -32301899471235651, 5825850006303325604, 2552985575092249403, 9123601719952096620"
values_51,18,"{-77507579508606493, -8743558475084455411, 880439574313611106, -7559768194495892404, -5292960644950212249, 2734797241408029324, 6750129847203046152, -4424773344999620777, -608314249095327386, -614642249476844889, 9057062627055746750, -5552323781781569506, 1202559375808335786, -4173889881757041461, -1372864621635344492, -3618371753683930241, 3249685697503755045, -2907663494413907370"
values_7,30,"{-44215001487179772, 363597312476358287, 8931746427446850751, 5809645719123502148, 4903858216453523572, 8992882043601352435, 7150908830593706889, 7351783799098271899, -257442865527911670, -3598616382789159685, 5507779162313322571, 5072552552657237889, 1067089864245851921, -7807880331244090622, -8229870182239975543, -7367241408829036675, -2657267438944053738, -7948905371477601666, -8190810736468598098, 8567292484566126241, -6965337465107627486, 2946905802165015605, 6577287518391661451, 1567590582874328008, 3983440283109292324, -7183854434649503307, 3565570704211066330, -5506103902328178754, -6226023731446574085, 1077127078084950713"
values_92,16,"{-5201134229449531622, -3703225429235002251, 4434522607856567687, -7438740594361140388, -6927553427156720707, 2439994738686361748, -1692199477732054052, -2795214746565146137, 7047415865089279411, 15182091375651502, 2025885391113745918, -1200512832170521798, -4016928944245945723, -9208223572811105645, 3017532858406762292, 4995754943805987505"
values_56,31,"{8921105433902567724, -6398998746627480091, -4712516225828956972, -2822209857868828050, -5397256705728699149, -3012261407907959115, -6007454208051664939, 7068789062122313227, 1104555830672394680, 7932145030982600452, 2968785580213240416, 1092632591894789583, 2333730537092790311, 446530650715699529, -6074558728244812053, 120647999252452775, 8777767260103171022, 7286405914840499849, -7869844499854662944, -2605696877604794136, 2059292956647294312, 1791595488161248974, -5901537714858988891, -3140744721815161483, 748840255090186221, -2105006072813392329, -3539820506740733820, -3517951831340021180, -6765304426601172900, 5399808943097708610, -3426732482659810233"
values_47,23,"{-6847816392438810750, 7456687230144251157, -8571702507035700143, 1156542284422871384, -8134995025585247264, -1004545454903242754, 1949189553187481913, -5338705767107731876, 1217678919512244329, -1203226913509333007, 3000106273755200277, 547228757646198973, -8061587591571993882, -2380784267455442700, 2843259774050476501, 4973977469455538576, 7853441301771913793, 4061460623737068590, 6078392477174545660, 5457000981974095047, 1726934998981497673, -2972414463895758440, -1876730363246200082"
values_95,22,"{-1439145509936426480, 8967721355278213902, -8454298797408016160, -3440978584811900264, -4432506031442763428, -6222137451022977958, -205394723647306763, -3551652582096161381, -1337829330746731, -1873697501926038237, 817462455019047064, 1643529743851875945, -3114254342292099527, -4478934010088718977, -1786818915889669770, -7906808715234341427, -5129186441055429930, 2040753810765398764, -2735208339181961592, -8869631992851559614, 3438159052201420033, -7826537711169256182"
values_98,20,"{5300158139833775066, 4321136484420635317, 4969154827758429579, 7960925977330907599, -7948461343186177408, -6914564677800539197, 1818157578801826798, 7756998935560020832, 5797921660743523608, -2881871315132667544, -8658502778648102558, -4353644528163829169, 7641546966792623588, 6597727124053361458, -1445325017846671183, -4976585571132656968, -5105918092999593707, 4644645522512051712, -6608567956529219494, -3711429375800167750"
values_8,10,"{-6220992888969487971, 3219936709710412905, 1703227360144261350, 762293027038136509, -6461853151814020863, 590739027665102534, -3346456801839669925, -573388869305664006, 7034785874083079374, 7547251930156143044"
values_18,22,"{-3113691873185390331, 7393762910804016293, 7371409949752865356, 2699421355908747352, 1293316009968218518, 8459295598684942572, -900601678802210537, 4178265986926262516, 5743791530682499630, -8654479314199896536, -2215867701007222879, -6659808751983793603, 1955026996866786532, 7641630835738418085, 708588458608045511, -8894301559366533388, 3470376852573662062, 1207777182774527607, 3698565334084486988, 343232454908572284, -2720669987129026374, -969926312471816096"
values_28,23,"{5779566558847893752, 509189311982649626, -1533237574856039630, 5248207566171270230, 6802240353526592086, 6152074934767178790, 2966966688580991800, -728956035101780698, -2180563843097410171, -7247871055635941957, 4310099494824453382, 7079159784905373327, 692076804451415422, 7542318286559793956, 6431674180994756776, 2023621351737216810, -5836592094557537819, -6234268255076213773, -3198070416408178935, -2970574734167207610, 4239215441795594028, -970738440712593702, 5235310873755389767"
values_81,11,"{-7969979267163529218, 7044202375562204004, 4093022482511459286, 2814794236261148878, 3952861383226044631, 8269390653577841744, 7888774938395989942, 6423940646832435285, -639506757436619390, 2472550902498428322, 2415999720160445662"
values_17,11,"{5650881676388267215, -8273558346353791360, 1848407745334229398, -7202538907440426669, 1753993087489719100, -4763198006790922907, 6522093216261993101, -6045506291295187866, 3890101835241822481, -2392545147566826274, 7845072074894009079"
values_38,20,"{4479058263985348235, -6625121714441706991, 2336112142213791628, -4312378579245192670, -795481552047309024, -6216203618785503624, 7897451557536934815, 9043952212220498107, -2282416416059201915, -918535790545225409, 9193159651263366166, 8779771266575390364, 3157684559939960721, -1024498734788622222, 4825353200455131674, -1953080637528983561, -6649508741758867307, -156964574878561935, 8927567591903249807, -7577722962577853120"
values_41,2,"{2849934588222876757, -6550565929191245805"
values_73,8,"{-8030947210628667818, 5585024139109425918, 8717229632447278089, -9008152479898228863, -6702616036500804606, -6501346117131549790, -4164979528654002977, -3199726527997695321"
values_66,7,"{1534559184264998867, -1563514353893056486, 834518070437557811, -387288736874898464, 6080435036820491918, 6653185377475684626, 5484289680363344594"
values_58,24,"{7247090527435984118, 6007349074306026255, 6198899241063977671, 6244925232383330009, -3313497315560424517, -8321858808705940656, -7865641497878068442, -9105878565183311481, 4602398029004074871, 5902216248227618228, 531760329735970359, -1340902331239100407, 2142060884982084654, 5718026561448995525, 7581312836775191303, 3608984368729060282, -8089463877337799626, -6536062876400455920, -547062902402966543, -7876032795799689486, -1881356296443290132, 5763254887653957239, -8746223244372949318, -8741714105711017317"
values_70,2,"{-1486875010891004655, 6553596148533917212"
values_46,19,"{-7988079758679820681, 2743458842565564123, -4272969906959051531, -1021926595945545231, -1166688623106305079, 540010864290996972, -4488641222367968652, -6873604118570092907, -2075710194515260178, -384882720019731448, 5214911386958677003, 9201679632416252936, -2544319486694247537, -1529582519304489055, -7812982555783940972, -9053181987674682634, 6424856256696899527, -6160591504701684953, 3836372913946594058"
values_11,22,"{6781395554736314773, -1938177899048130145, -3371439424775628100, -3477401063966222208, -5519541182903178224, 7018754686498857686, -4672648487897686315, -5230987166286961839, 3596990516330297714, 1054203160786987499, -697395537764532746, -412164490727357936, 902398318216909466, -6959238864271203564, -690941586286073642, 5353504027665423211, -2189156246629229059, 6221364382791681042, 7005186133910802936, 3657973247843176677, 2820505476569398922, 1522702041365067556"
values_33,10,"{6066856897203569595, -4717100475977246299, -8167593819224522835, 5131631504960073678, -9038246864283501070, 1713255734314762431, -5291330792911760537, 6987623046142565412, 6707629062461403468, 8286383502719696469"
values_72,9,"{6195177519458035986, 247514625179372121, -6472754656059154822, -3467178756841015587, 7789764087736631226, 8545488980082529112, 2116222666413131354, 4489628991002682869, -1459709670870368699"
values_6,8,"{-3182744952710188256, -938088617884108747, -7266032464938945950, 2885167527923889968, 7155599601848327914, 8672685773388817270, 7240310614699821480, 3081176423566417896"
values_10,27,"{6789767785347230900, 4652733002343627894, -6365922817537994401, -5307180740514415578, 6176958879675033973, 8532270951072748102, 2189398195301308883, 4368875608858809331, -4046898826575375081, 3152517864331544333, -8989629064991478458, 5913958151507938787, 4439463424618919347, 1679220060406690281, -216065424490362606, 8114970435172240272, -5405028301336460782, -3816073496597244839, 2829433969586629487, -3009747741381084017, -619214420235123272, 4185893154321945812, -5630211682549856002, 3411778128392170588, -2234660687885519408, 6809585337792977113, 8564564138013934313"
values_27,32,"{1521090996628484423, 6405651690930546736, 6689807173628299307, 6722647046908795121, -3855824188473436110, 5861068093519274473, -3897613407733504650, 5232888047364247108, 1461331293299633978, 356754788094147811, -6552943003968062387, -1873498548052896178, -7337287200138249271, 5772061778852840685, -2715637448714490400, 7545551071768581135, -5607152171604975815, 4733936340110215644, 4668319357311471058, -137055235539818734, 4919149152850377533, -4070151543967205641, 4928805364212265423, -3474333663173841012, 4870178802168780235, -896852704622249452, 6858670238715368402, -7636570432210005619, 6662124791056464587, 1292104529473161246, 2520335527702690029, -7171563516129504578"
values_24,19,"{3599876408762672469, 1226012780090732177, -5955518051317793501, 5304473599913506180, 916830020784403925, -980116449573978332, 1188295074389035310, 2578656407997412770, 6299479221462712147, -6269637219569127097, 3798274636201781618, -6845604498269089764, 5109780197789754832, 2212295826247934018, -7293031134424260047, 2366606018363534375, 8885241603921163147, -5619374019967938009, 8335161571867249176"
values_3,20,"{5509906552035337175, -7362198101436957632, 6860132160249314849, -2677694934140745178, -4047190187383121068, 8857561285766892118, 1077681464317956100, 8397617035407407114, -2976732711195368279, -7912143458135249978, 6584222619035726689, 5127714697069221544, 5127643186437788940, 3319081004417089950, 2485819762723411849, -4918440320907525778, 2471487900811946068, 5836342005248379196, -7066310579346680395, -7365480153558926180"
values_69,4,"{7904734024197211642, 1848172780945157889, 1660356503337746925, -8649332274316209257"
values_36,10,"{-6730805140036745429, -8265396707564050163, 4803307895761863836, 8059583917813187687, 3471540948623148625, -6628135966213894611, 646070439663714553, 594944125210864681, 3414170877469365453, 2956719875706793122"
values_21,19,"{2712663233337375092, -1051487532011184273, 3886956169559449325, 4850117075602508126, -1153123660374563911, -5988916496430979821, -1573629652512570606, 7186910203943785820, -1158198598573836111, 6099071086635304023, -6463964404095496918, -5054827698666627436, 6132680726984506675, 4111932962047785514, -3677283062130583419, -5882780798668383280, 1134751871391466259, 2761745901715501830, -2166745498435741647"
values_5,14,"{5265160857021341506, -932861817310336232, 6286100777301843202, 2341773312778970825, -3932725390467325520, 3790325517943923815, -3366349883455846875, 2489526063456683474, 9113523064137717598, -7265062622405697891, -5439937349137203460, 2416494647531003519, -8748667736841624129, -6814792182320951756"
values_49,23,"{2006542837369267463, 8830993043257251312, -4226780589537231880, 2322531020637204271, 5164294134480260051, -4948620283415774388, -1639387936298477259, 7478301144775111137, -9116466110055707144, -2077002740729332730, -8658012741523883128, -3515841035015988290, 5897160194889036570, 4379100272114168567, 6621010532333680145, 4393520231891145637, -6904105834418729771, 8875188696625662181, 5924575792978198662, -8608748828359235990, 7297091114945059793, 1020625271028872899, -1184339435785146120"
values_1,20,"{2397773087751257700, -694980800227282941, 7378773559527799667, 748911050640222401, 5896193532649654004, 7886346426848921871, 6763366992396043515, -8592461442815343809, 3753268890267987260, -5494558523625700073, 5965027158097465008, 2440409819135118583, 6862536800160757312, 4148600920230201179, 1730195753496088922, -645938059413462442, -3441575328517084629, -812507714591800078, -4427156580459347313, -3186829011558809216"
values_2,13,"{5993641716104834156, 3391617831698789226, -728646442762627961, -1838214245712294984, 7953278550335331647, -6923888588379062541, -354387321885070354, 4176958462642896983, -7428726282372029496, 4814555447771250944, 3524059028727899832, -755227623021993004, -5981459333465290463"
values_13,6,"{6988211418132611754, -6429386477571202823, 7809407839229164505, 2122517649247209688, 5350043235984063054, 7021313591444224364"
values_32,14,"{-7599563845988095230, 4312183279392316264, -1473968112096723678, 2681807058434605802, 6087668187195042879, -6777261845003448122, 7700487153667463287, -5157444417139619733, -8030312707031669768, -6316820430214931794, 7996561780578980048, 5933783288371946945, -6741675294801651877, -3322188508294879115"
values_39,23,"{-2560160878914949582, 4644447817210551337, 7415456521252124419, -4093963236925187387, 4583987878018446542, 7863114004178130111, 5382380983106973112, -1920600789260673470, -5132083101467883493, 380329170283873547, -506007788483222498, -4592603974972975989, 5949881263349993346, 2039218107681542872, 6522060874716467947, 7530750774597844717, 464303682939356674, -1092673349691295192, -1032735750526804688, -5043151768969740471, -3768003775490043079, -8551526925153753234, 4141021648239963058"
values_4,26,"{-7397360689603890055, -2301271257026622490, -4187587741703504902, -3690374613697989196, -4828129450135650455, 5262095595877312886, 8775725260316222649, 6272637918091856744, 3397539517150399111, 3399741768834819593, -7278552865644132747, -8662741273187340494, 7591752195743444697, 353335396258413741, -6226689369428327879, 4347523518959149256, -5814326047904790204, -7842217841924074350, 2870128187890572999, -6283516784716631350, -6174960606865957289, 3242276762122027235, -1494303517661008230, 4324119069346979626, -3304797221217993616, -5651479769040969385"
values_65,32,"{-6489767541064474919, 9185162387100861870, 2912505042694631369, -4871281661386027375, 4246907293424954484, -1292774908473754478, -1791715950407505163, -6875588919743748667, 3654114465851518579, 1500679646414790978, -1003550805400016649, 4720852269059991099, -524623875607783032, -7977265525711695845, -1561820950644525891, -8989935059109202950, 3293088682621326199, -6789523410982590225, -7582497540171567587, 8087172833747417638, 4225473451282358380, -7347800536366250636, -8348551381284775280, 3064095734645097212, 2607349140324926122, 6128648423012887890, 6627369331725400455, -3831141972194607576, 1446576104891679821, 2130696222770204153, -4006069250259910893, -5916662115501712438"
values_85,23,"{-7648685292396258793, 840213593041504504, 7650654626029700611, 2512986829095234728, 2285195726545980639, 1419042214888316680, -1482086396109459720, -5928230418396101266, 1771423414743539420, -6982167647030050848, 9207952176540264799, 1510768300112453132, 8567318897062776013, -8374915820243939824, -8408344661656727818, -8738086496117203191, -7882625315258690701, -8600489443353469669, 4312663261414602450, -8157889566096157429, 2279233161267484949, -2837638519959139440, -5829524010681169454"
values_62,25,"{-552494831094542408, -5246538738274148365, -7838337875031851006, -784525341167507427, 2695058305014037585, -8120978241152985926, 7845255273260655401, 3858768280608888224, 5437018389157995987, -3380450375227828662, 1177172454057339801, -7251496019784987889, 4363163311870154964, 1263540115600736574, -895862942218834664, 7250215886638518391, -771979607265484503, 8892921413881066922, -2442759752571981229, -2450464534583117378, 7654951542674001821, -8847919444491510980, -2170534754948517120, 6601003017913003867, 1559455870198758743"
values_91,13,"{7428619395324796994, -7391020908391536888, -4326905469757338445, 8691380518532621140, 1208587352878970090, -4917281149415433146, 5193259920120454040, -8969722583498243435, 4664550457762127197, 4979303102911350407, -3355874839584825891, 3057210491051175389, -7838910155657116018"
values_25,24,"{-4632291163069296294, -2901912753396370374, 8038572303838459429, 1676520200961184702, 1606157458492117860, 1465770305776364512, -2767109226487669159, -7428106741053638097, -1481078903675230740, -7687187089020733658, -3064703347339483915, -1288877737323134287, 4201014883270178327, 7279661758766319349, 259298185574083442, 502691319509490397, 2674846737058579480, -6029413463621595252, 9037666288388105647, 8456118248879657732, 1142610857118665990, 1061107728835435377, 8975410208891626778, -5666769466630090681"
values_63,26,"{3410777108422424047, 7916187157611402219, 4918195551480389132, 8106148208401862908, 7223675701572563607, -3266503132086064214, -7862529927662467927, -9033659013888226670, 788063310707419791, -5133148434921568357, 7269374635526008160, 8107190219608439201, 5767877402990981701, -1104130177652830674, -5223074574329437292, -1531952660114665484, 5665912778355312050, 4368493987680475735, -800242213525961581, -2179984316566992110, 6784363397025789035, -1967676167204903693, 6122912194089976085, 7312114222669004312, 8716990579469733947, -584901598797021783"
values_12,4,"{865955222552004009, 1322700179128533212, -6798323443180809858, 8171171173193070391"
values_79,13,"{8882453549740900912, -6031041920589832295, 31701757391995452, 7734807094339995791, -3084613761670490416, 4603547127221529812, 1509773310138104076, -2989180747358559913, 7297754355958543415, -6260111353727429216, 322995945133104068, -3061256300767984739, 211138845104961965"
values_54,21,"{-3619664653900101459, 3641499565908050983, 8400149414775995543, 8090502812234021185, -4417472716863052320, 251521139003668997, -6866099586374921760, 828576141851125717, 1299087451138418201, -4089004733189042958, 6557875366481017826, 8974612439873694679, -2121229740561382328, -4422988105810174365, -8381040433694261834, 7251661366555903882, -3843697247559245125, -5019246454342495254, -4294008589665174857, 3004344703430187131, 4949714933135318304"
values_9,15,"{8890852769897214403, 4781394729521429130, -7625457498882924315, -2322235885289652698, 6520698501906478031, 2539259824485191284, -4748866447379151094, -3216507716680944135, 7216629179589702612, 8104275697450450181, 674921998940362008, 5840822741367989053, 2504262824211669069, 8849299730155552638, -2997611946735485562"
values_74,20,"{-2893065513379173862, 2256329560101044531, 3796916627778578198, -2540298651030524744, -933308602173937262, 4111631215983504705, 4312834486378470827, -1435997185597961659, -2294899333073239677, -106250911511377085, 4433324312294707013, -4010136964119255694, -7258318002001198959, -4569683027825917213, 1964692579898700346, -7875105613585415299, -4682979351551927684, -9065739443954590459, 1985338726990947954, 8412743139920330266"
values_22,6,"{4120295209389792270, -5007776158860066183, -1170573529171520767, 2189344351935656690, -172904225734085522, -8244736740564582596"
values_89,23,"{2638334947402288869, 46319525470297772, -1632466744145040117, -5835118031131081457, -5695292857260866032, -4143473048087911624, -823256399943601623, -4905774115935108015, -3593831987209467599, -2105611516325090015, 4392789080627601646, 3753858311228676970, 8659383155205956272, 1968864255193217957, -589371504874807301, 1449923201024917800, 6849928851073332953, 1603297733912463281, -8151852032728461696, -6625725647730556299, -5060921758823018803, -8516173808690648662, -7775981817723113820"
values_48,3,"{-8722744166482634922, 5091406633768369764, 3189814031859605811"
values_99,27,"{-2027328439011576040, 1756120257869795209, 7130644934077615684, -3650957894638330553, 2593217706435178751, 7909795602386232202, -5720402412002244476, -7704305441967405097, -1982094207490959576, 17962081367122715, -6123135637377918475, -8378074735498186990, -2239859951996657587, -5949075802074363332, -3170518690489728411, -5138749278394736783, 8524215582092198303, 3403796112921643113, 3175837616925123276, 1638129050945677845, -3219184153497932429, 81563807699398636, -915340199784322867, -2877009404561436595, 865372724545329149, 8105370308832100881, -6947841749859721421"
