inputName,size,arr[size]
values_61,27,"{1777819635, -908300645, 1786323839, 1591712094, 1743393947, 1915290421, 1377666208, -684692025, 1610804124, -226908587, -598192403, 1683252215, -871276857, 1152935376, -1593605521, 1193580120, 1272660777, 563317006, 1947337096, 20546061, -1356869081, 1779100290, 1983805698, 794396736, 2119582278, 807357355, -1959590746"
values_97,10,"{-265232431, -420740183, -902365587, 617166878, 951612108, -1723148478, 1869646834, -1770838797, 33661891, 165319137"
values_14,9,"{1852588257, 523303866, 794399211, 549000534, -174481650, -1061616392, -267068360, 1711876533, 182252669"
values_87,32,"{607941642, -548715992, -21398542, 1765720170, 383207413, -612368958, -306670093, 1632272547, 957329545, 796598763, 566712540, -316351312, -992863165, -1087882783, -378164968, -1784337691, 2027105035, 1861462838, -1111754839, -1136536950, 1693979827, 1605992151, 1935649536, -1108537931, -1894564301, -1491727201, 1440564708, 1979441635, 199950925, 1754730415, -1926882923, 501289538"
values_50,7,"{-503294383, 604411752, 1171740114, 1387441903, 405615007, -1570957640, 400566738"
values_83,31,"{-1618683729, -1722437918, -2125728502, -947375695, -72889006, 1153655134, -1279622384, -741635415, -2004415743, -1417445113, 335844733, 1527599556, 692033837, 428923879, 723226362, -273544105, 1426335134, -2096500774, -2094746595, -1937937526, -437608399, -198937558, -1703929371, -978811756, 1814594792, 664748373, -1771817017, -543872520, -991789477, -517531975, -1866844146"
values_67,29,"{-137338637, 794813826, 2058104363, 546704094, -883604296, -506654114, 1725665151, 484120351, -200534086, -585188361, 373977333, -878457817, 726026065, -493830174, 255476997, -844996459, 772210760, 1412222698, 596462787, -545300958, -2121691709, -1859072135, -969624646, -1609963294, 617989526, -1524651873, -347921351, -1093749313, 402125476"
values_86,11,"{-796404791, 1440082948, -231414291, -739772242, 1645651063, 84450956, 1840505057, 1099257942, -1272899582, -1905527602, 1558663606"
values_23,15,"{2110576108, -231868633, 553290874, 2105965234, -1649333083, -675948322, -1845571297, -1807904500, -1779837815, -287509242, -97229624, -1265313214, -136255846, 1451297483, -600491458"
values_64,29,"{630502351, -1050189125, 275421020, 1138980998, 582536334, -1884237661, 864842214, 390437725, -1365835482, 2021204647, -765112879, -1621808069, 305257035, -1582520189, -1041424213, -1623955357, -1084300883, 1762537880, 234504775, 1737807744, -1593798701, 1142087563, -1032291787, 1966881723, -1056352732, -931683279, 203054281, -1649065851, -1508800913"
values_44,28,"{-1563582940, -490925262, -699680360, 2019704056, -1224273201, -1972536130, 892211218, 1753016732, 1463569873, 1422992054, -320414504, 378861344, -163359041, 88705529, 1736123029, -1509903965, -1825472539, 1607621731, 105914540, -2066765545, 1115985677, 261637986, -386682521, 1193309482, -1327475895, 871879426, -785904025, 1896942899"
values_71,6,"{-156248145, 726738641, 894909699, -1288915242, -1855332004, -808019697"
values_93,3,"{-612443675, 443496455, -1939572972"
values_88,14,"{-1741938564, 1222687525, 662335030, -73666180, -259321012, 2132200979, 910764921, 1803347221, -2133184739, 758000774, -1000048989, 2007582796, -45555278, 610223980"
values_26,26,"{-1952892620, -497876348, -1904051017, -1928282971, 837302683, -43721600, 215903632, -2100461446, -881849803, -372772451, 862489063, 811932561, 143318068, 499768216, -1836673637, -1887150902, 47647803, 556146821, -2039377514, 1323456774, -1766939831, -59041381, -1429810384, -1705785561, -937114795, 528116242"
values_59,2,"{-1789458048, -318389050"
values_57,21,"{1647176135, -676097226, 259026202, 1907254780, -509845023, 409063204, 1076329416, -1771058290, 172840240, -412886595, 1242368744, 1019453547, 1577524650, 1078327999, -883853928, -90112092, -1678919213, -573580452, 584470288, -574908163, -1823705916"
values_82,5,"{622747625, -727375784, 193113737, -345035841, 489717963"
values_75,12,"{211383551, 1481581314, 92929165, -1629404791, -1166841092, 88279414, 993674973, 374439763, 2107175637, 214038009, -1152903819, -139703940"
values_51,9,"{-610371626, -2007019995, 717752265, -971472846, -1280163126, -1173226137, 459432401, -832995065, 1732668743"
values_7,20,"{1314924530, 609424152, -926603115, 816270654, 992783952, -956017868, 509920194, -1107558907, 528976268, -1296623990, 1725790646, -1764920722, 903919762, 2128481147, -1716265960, 848733918, 1171742235, 2002692274, 1666557666, 1878746336"
values_92,4,"{1485280395, -59856711, -1438934900, -1220400879"
values_56,32,"{-1829657140, -1773885735, -1127830798, 239374757, -1828655119, -1139322108, 518846239, -91427775, -878902208, 1160197045, -319428452, -1092415793, 1975220515, -1161767357, -311603210, -1723702203, -671181068, -1754133069, -1603020945, -1398104902, -579958262, -1990299412, 878485323, 22528524, -387438566, -906919149, -133419398, -128370886, 835837737, 1674237682, 1483071161, 909428621"
values_47,23,"{-1455484093, 1851907942, -963311470, -1818270136, -1826412563, 1339913300, 971322741, -2058157160, -1948131139, 1137810550, 1188472616, -1385457908, -1769931729, 1517728222, -1382570120, -1484060394, 489568059, -944990302, -768676931, 144707708, -1736325015, 708347368, -1954876646"
values_95,31,"{138710214, 1834950183, 1214454172, -238561850, 400917956, -569060696, -572133372, 1911364389, 629733487, 1082474833, -1487566061, -2111557696, -1762887657, -873823980, -2107895473, 43754243, -1695378771, -1599441809, -1853964551, 1373913703, 98517669, -1590917833, 472292701, -1389151129, -1203235791, -778890801, -2034762049, 2105562254, -1655136845, -1665579206, -859168469"
values_98,6,"{726716510, -1428136278, -211042239, 265123777, -146730599, -1943714639"
values_8,9,"{-2138690653, 1703114407, -796586458, -2134987740, 1997827291, -1521836825, 770928251, 557053061, 83094826"
values_18,30,"{1214053225, -288855222, 839096819, 2017224005, 1944959393, -2054485758, 1857323896, -1638112896, -55878959, -1333114133, -1318939178, 501246357, -672521573, -1114705292, 1982682431, 762819070, -803756700, 1720641575, -730608717, -2119623207, -508356903, -32561750, -351003363, -312260087, 2137887981, -1927606679, 512629113, -1817839549, -698129580, -43687557"
values_28,4,"{182701847, -1014160989, -1863662260, 1428558596"
values_81,12,"{-1692236133, 1363913697, 403343288, -208107781, 2093788521, -1658640608, 1945847920, 1189808731, -2135717152, 389088209, -1179795345, -398068736"
values_17,9,"{76669215, 664991063, 1010927840, 1896927522, 1085241197, 1376371346, 1807898460, -1585768547, -380489807"
values_38,27,"{589935102, 1142960439, 1654990046, 1689126503, 1133826746, -1742731228, 1046400589, 2017012691, 1579252507, -904020333, 1117999526, 2109414834, 719980813, 1889362672, 1389397964, 307409846, -1254201678, 927360851, -1092158212, 1794359825, -1126784016, -378163134, 1804180627, -873259206, -799112340, -784266030, -570424890"
values_41,20,"{1313377336, 1232426697, -1183180059, 1167976679, 208439119, 268563650, 1291909498, -220631759, -1481104067, 1161463218, -1747509428, -735749116, 1511084706, 1847120051, -895100857, -26160608, -590741502, -1552672304, 1893430860, -374787561"
values_73,27,"{1123363334, -1256822328, -351304069, 28623177, 1916757766, -204325453, -64949255, -267822577, 1090983469, -1044922558, -137212769, 13887307, 1535068735, 909180898, -1469762386, 1474317006, -497577668, 1578157654, -757649723, -808850250, 183122089, 901334845, -1492322932, 752656379, 214769901, 242448737, -2009896787"
values_66,12,"{-815952513, -2036711044, 556893431, -935674229, -335366066, 1097470274, -1911224370, -99403228, -276244306, 726064066, -1493478328, 985816183"
values_58,8,"{-480471361, -833096144, -589681693, -1505668674, -1910728819, 1825702248, -1456854998, 88644921"
values_70,20,"{1027869683, 505327775, -760687543, -1823468869, 1791049040, 651968864, -1891213440, -2059301921, -483272178, -674693742, 6931273, 1585070392, -1629518402, 1051944057, 610401169, 1235932996, -1921244245, 248220983, -707250603, 1886533909"
values_46,6,"{-1663482694, 775315144, 1130622910, -263826826, -1001871577, 300266498"
values_11,7,"{1215254400, 718222475, -1493485643, -1861944954, -1824674531, 1804291541, -2072082735"
values_33,31,"{151573553, 2047984048, -225456909, -474117516, -702504680, 1625815652, -2033635655, 1684190495, -361048371, 157843611, -1871286522, -253763611, -1479986384, 1432097914, -567656855, 1352882558, -1588047131, 1540999524, 1505920837, -999817457, -345462691, -1753413551, 1214440577, 776195036, -1372139479, -698595294, -1150292368, -1163877410, 135594447, 1323869524, 795091790"
values_72,2,"{-1990597480, -1916399090"
values_6,16,"{-510081951, -1132269357, -979354287, -1522718529, 1208320180, -1149227314, 1243244965, 193298299, -1133052986, 528020986, 415048017, 854805165, 636631282, 1839844060, 1249326244, 773063469"
values_10,23,"{52577311, -2016910135, -959995732, -504991223, -1787393609, -954525349, -271174268, 964418118, 72150415, 569471923, -103618890, -874754211, -1653126910, -150644610, -1176039155, 921738712, 53209612, -1260802483, -1195950185, 1745366638, -1305939085, -1976958177, -1230922460"
values_27,8,"{1641533502, -723047777, 1891001488, -1279061569, -995946284, 1897545901, 795040825, -1284620914"
values_24,13,"{-77001180, 859214128, -334227796, -1590388271, -1263250803, -2101618647, -699609579, 1086031204, 1840534098, 1582748014, -681260019, 46610345, -666313131"
values_3,18,"{319226035, 607812417, -571999411, 1142767679, -611430571, -714598725, 601941378, -1190457988, -1126833153, 421780524, 1653430323, -1152914609, -1289191281, -986141166, -1464312756, -845241314, -676120227, -1164693808"
values_69,16,"{1374512676, -1157549514, -853839513, 1710330372, 2089306813, 1320894177, 64972303, 2124244005, -1608504033, -179951838, -304355052, 359147798, 702827383, 931325108, -1405477494, -284656486"
values_36,19,"{-346104914, 1514706512, -1158586418, -425480271, -428075085, -746858579, -833773355, 148114215, -509908347, 1288605128, -630161815, 1976212693, 198213610, 1073241925, 694027214, -1111715999, -1618545814, -843599813, -290783812"
values_21,4,"{-1729969251, 30367440, 530504226, -2108160378"
values_5,12,"{2060938718, -1668114520, 820064566, -2101832370, -956820157, -1101315290, -651894411, 149712706, -1006745974, 1529279379, -119973358, -1721347971"
values_49,8,"{-1171098387, 1387049690, -191109031, 665283987, 132437888, 1114690985, 896160969, 38630146"
values_1,11,"{-1872769668, 1411329662, 1716617073, -2106296388, 1423481557, -815376912, -1758417537, 77149823, 446044676, -42379112, -2146816822"
values_2,9,"{-254095692, 259066956, 1808476690, 2069337186, -429780320, -1410622845, -620241420, 478476636, 1529352458"
values_13,29,"{-1715177858, -1996017870, 115455338, -1421294406, 1044126997, -974901211, 1131693045, 1948171452, -462741528, -423238014, -792733243, 1442362134, 1779648350, 1879465742, -2007576347, -655227055, -192690325, 311126952, -793550618, -1304721198, -1038109592, 142275461, 1123861586, 348552232, 1790629860, -711356386, -1281040723, 281635647, -1216971926"
values_32,7,"{-1283615164, 2080932605, 1100122453, -1019375431, -632389645, -1433562800, -1077070695"
values_39,25,"{-426304413, 1185596810, 412584946, 169418884, -1376907141, 309418978, -1458912180, 438257988, -1261996257, 1029985044, -1121032806, -1725843029, -1043778035, 542574523, -1037833589, 834524555, 332331046, -2041901220, -891819980, 2090535705, -49535570, -812577192, 292606129, -346525042, 7626724"
values_4,5,"{-516380248, -261696481, -353793343, 1073407775, 516744729"
values_65,18,"{-1714290109, -1315508072, -1426114741, 13146213, -123693381, -1571759971, 1157534681, 1098392536, -835207902, 32661264, -1870508170, -1808120633, -636208634, 352864100, 1462725213, -720803466, 1034321694, 2096763157"
values_85,31,"{315687904, -900997609, 1850854625, 2143388765, 173047524, -1045551629, 983779447, 1203715191, 156152364, -1540376464, 1386190976, 1071832040, 906363228, 809310448, -606419106, -577336538, -2145367013, 13742865, -348044614, 437665729, -1756593490, -414779327, 274638012, -1046392937, 1862907263, -959012610, 1906009944, -11236424, 1896485931, 2112377887, 1976976917"
values_62,31,"{434173142, -959169686, 1616716413, -2122633062, 160112866, -1004818868, 1455821537, -1192048658, -422143049, -1049983108, -1452897531, -1115933805, 677750103, 1968511202, 1017556438, 453042116, -1062611359, -1446000159, 728429404, -556496330, 1837770966, 368119573, -424244043, -2069745948, 966224544, -2090091011, -627319312, -1275164100, 1856159741, 1180684447, 288436042"
values_91,20,"{-1153908205, 1879178564, 1782883642, 1331412628, 659102471, -1566577865, 330069270, -1141901296, 320477453, -1084540612, -645710080, -519644436, 33794760, 1016413636, -371047709, 1306366584, 911536601, -240470671, 785029943, -350134833"
values_25,11,"{1496459259, -1257803755, 989036631, 1848724298, 315210869, -1463468929, 449018443, -478833529, 1349582850, -588743890, 1314105886"
values_63,21,"{-1406918635, -1154850435, -520340763, -1223568433, 423956071, 333722219, -1747745962, 43629935, 2055587715, 655432322, 379659773, 1719969550, 1087443241, 312503818, 741883933, -268236622, -1742292147, -73649035, -255223249, 127082117, 475270131"
values_12,26,"{1076140448, -285360009, -614153106, 1178867252, -1959007396, -574863029, -227105044, 1210288858, -1913977997, 1469194785, -39287517, 976172284, 1595458711, 45754021, -1157067123, 1799376271, -956656809, -701957005, -699132951, 1213254763, 1970643572, -1633104468, -436407117, -1625013816, -2105552137, -1715564345"
values_79,7,"{-1136321239, -475157423, -703663364, 1053383934, -2016525872, 1835530966, -779240293"
values_54,16,"{-182263219, -652251525, 905275383, -1857474936, 1310881294, -1323050340, 1919681288, -163405770, 1089306810, -107177738, 1850063791, 1843555278, 502542568, 1698648298, -961180106, 708980080"
values_9,20,"{-674418379, -1096974237, -968707623, 1660625637, -1315869471, 116291173, -1210733626, 1756475461, 2071030852, 1842022149, -143469178, 1854150998, 1299367488, -1394326687, -1067927644, -2089011391, -1519043420, -1069189376, -807820708, 1935004640"
values_74,5,"{985910260, -1555967143, 797176573, -961863494, 927417190"
values_22,24,"{279445433, -1401802683, 1710386158, 1646768530, 1288682372, 1896579520, 1535711080, 656117225, 36367161, 1546955437, -1262876505, 416914897, 2032650464, 84764074, -1533708939, -1066968662, -1166462794, -1147023442, 722598458, 73198026, 1612739559, 922869095, 338755718, -1939641142"
values_89,2,"{-1338738314, -1294499021"
values_48,27,"{-749053018, -380824488, -907652281, 2145776381, 1350978877, -732934218, -2123611698, 265795336, 675091754, -289234202, 1823942103, -61718735, 509679241, 2106332284, -1302459970, 1895636141, 908325380, 558547139, 815469536, -261954742, -1305616496, -1046379517, 1693903948, 1761613176, -77247928, -1470454018, -1017561367"
values_99,11,"{-1577844553, -1461133229, -1980648591, 833459714, -765256407, -180258079, 369248643, 494539340, 1739649623, 1425457625, -336916164"
values_60,22,"{-1202110362, 918316391, -565302184, 1784193500, -1168744497, 1440039623, 1931059141, 1681456443, 1229802426, -1774376017, 561290956, 1151556017, 1851836396, -1209741628, -1945662632, -1184649954, -542124207, 1580490353, -2033209349, 1206169241, 787465969, -466278088"
values_34,4,"{-758833543, 847527315, 909388430, 113308785"
values_31,26,"{2028608135, -1356070119, -314121080, -1001151077, 260829054, -14825884, -2003448001, 22290712, -1605284390, -1118026569, 14827930, -1177088529, -627195726, -832835408, 2007347310, -840287875, 1143980967, 1899898181, -524829582, -282182950, -742052721, -275180533, 111511656, -445798752, 1983494926, -1994007569"
values_37,18,"{980366900, -912714517, 1944904557, 851601888, -948291344, 210418178, 263980616, -369994020, 1714033639, 1935750144, -1308615089, -1825942414, -1125355009, -1684961837, -1791242530, -1739680417, -1589160494, 1953695252"
values_76,23,"{-367450328, -1332921937, -1461515816, 46856884, 651035946, -55966598, 964349544, -1428684642, 104792180, 26401634, -1428385295, -811286515, -537635233, 364279654, 1180944275, -1482398336, -1127502909, 1440345519, -328916497, -828499328, 532599630, -780704203, 1105091994"
values_19,12,"{1071224752, 219211356, 1364797871, -1808209478, -1557820642, 310134538, -332169863, 1301901713, -13534058, 1130317752, -486560154, -1206736832"
values_45,9,"{357370524, -673531670, 474522323, -625408636, 903956410, -1287210797, -1051816018, 1873405798, 854466658"
values_68,27,"{-838754816, -1975297089, -866162555, -211284471, -254805200, 1923830138, 2030166762, -944152217, -1407841148, 2130737917, 2103523122, 929618765, -822424385, -503916821, 26426320, -1147556041, 1863896967, 1710677161, 1987762809, 245123584, -1377762057, -433395590, -2129886544, -98936422, 962145272, -1438267855, -1503568263"
values_35,6,"{1578231238, 1322439119, -952278308, -346916258, -1342761229, 601017555"
values_80,11,"{1958704862, 738284640, -139348485, -1070163658, -1451390232, -664710305, -1584745671, 300455679, -173151598, 966529880, 1036259499"
values_77,21,"{786803140, 568039894, -90394224, -1414054819, 1435962077, -1795587388, -145934416, 2072183127, 1165450922, 1047054083, -666126104, 651645141, 1767734809, 2128617134, -934571475, 1930227211, -509353800, 1569982183, 718184900, -1585513599, -699929952"
values_29,12,"{1862018630, -1243745740, -1349930937, -323829304, -488602890, -419033743, 172290769, 584283930, -923549842, 683807386, 334698342, -1674822458"
values_55,7,"{-229571183, 902639135, 1839073088, -1329123566, -267677872, 1149138409, 1284065666"
values_40,2,"{-869794381, -1220743543"
